"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","goals_against_gk","pens_allowed","free_kick_goals_against_gk","corner_kick_goals_against_gk","own_goals_against_gk","psxg_gk","psnpxg_per_shot_on_target_against","psxg_net_gk","psxg_net_per90_gk","passes_completed_launched_gk","passes_launched_gk","passes_pct_launched_gk","passes_gk","passes_throws_gk","pct_passes_launched_gk","passes_length_avg_gk","goal_kicks","pct_goal_kicks_launched","goal_kick_length_avg","crosses_gk","crosses_stopped_gk","crosses_stopped_pct_gk","def_actions_outside_pen_area_gk","def_actions_outside_pen_area_per90_gk","avg_distance_def_actions_gk"
"8a6ab963","2019-2020","RUS","1. Premier League","1st","Zenit",27,18.9,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8a6ab963","2020-2021","RUS","1. Premier League","1st","Zenit",28,11.4,12,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2007-2008","ITA","2. Serie B","7th","Rimini",20,35,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2008-2009","ITA","1. Serie A","11th","Atalanta",21,16.5,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2009-2010","ITA","1. Serie A","18th","Atalanta",22,30.5,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2010-2011","ITA","2. Serie B","1st","Atalanta",23,40,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2011-2012","ITA","1. Serie A","12th","Atalanta",24,33.7,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2012-2013","ITA","1. Serie A","15th","Atalanta",25,34.8,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2013-2014","ITA","1. Serie A","11th","Atalanta",26,35,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2014-2015","ITA","1. Serie A","12th","Sassuolo",27,34.7,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2015-2016","ITA","1. Serie A","6th","Sassuolo",28,36.3,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2016-2017","ITA","1. Serie A","12th","Sassuolo",29,37,56,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cabdc1e","2017-2018","ITA","1. Serie A","11th","Sassuolo",30,36.8,58,2,3,10,1,52.1,0.29,-4.9,-0.13,283,620,45.6,782,160,53.2,43.2,262,77.9,52.5,411,36,8.8,19,0.52,13.3
"8cabdc1e","2018-2019","ITA","1. Serie A","11th","Sassuolo",31,35.7,56,4,0,11,2,48.3,0.3,-5.7,-0.16,225,524,42.9,890,161,43,36.7,282,50,40.7,369,24,6.5,18,0.5,14.1
"8cabdc1e","2019-2020","ITA","1. Serie A","8th","Sassuolo",32,31,55,7,1,9,3,49.6,0.32,-2.4,-0.08,141,339,41.6,789,136,34.2,32.7,206,33.5,29.9,291,25,8.6,20,0.65,14.9
"8cabdc1e","2020-2021","ITA","1. Serie A","8th","Sassuolo",33,37,56,4,0,4,1,57.5,0.3,2.5,0.07,185,409,45.2,1123,161,30.9,30.9,235,26.4,25.9,327,29,8.9,26,0.7,15.9
"8cabdc1e","2021-2022","ITA","1. Serie A","12th","Sassuolo",34,18,28,4,0,3,1,23.7,0.33,-3.3,-0.19,139,270,51.5,621,76,36.6,33.6,120,35.8,31.5,151,13,8.6,9,0.5,12.3
"8f29e08b","2018-2019","ESP","2. Segunda División","1st","Osasuna",22,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f29e08b","2019-2020","ESP","1. La Liga","10th","Osasuna",23,2,3,1,0,0,0,2.6,0.23,-0.4,-0.21,20,48,41.7,53,9,73.6,51.6,13,69.2,55.4,18,0,0,1,0.5,12.2
"8f29e08b","2020-2021","ESP","1. La Liga","11th","Osasuna",24,3,3,1,0,0,0,2.6,0.25,-0.4,-0.12,23,60,38.3,58,7,56.9,47.2,29,93.1,70.7,35,0,0,1,0.33,14.3
"8f29e08b","2021-2022","ESP","1. La Liga","13th","Osasuna",25,1,2,0,0,1,0,0.9,0.22,-1.1,-1.13,3,18,16.7,19,4,68.4,46.5,5,100,64.2,8,1,12.5,2,2,16.9
"8f62b6ee","2005-2006","FRA","1. Ligue 1","8th","Nice",18,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2006-2007","FRA","1. Ligue 1","16th","Nice",19,37,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2007-2008","FRA","1. Ligue 1","8th","Nice",20,29.3,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2008-2009","FRA","1. Ligue 1","3rd","Lyon",21,35,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2009-2010","FRA","1. Ligue 1","2nd","Lyon",22,36,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2010-2011","FRA","1. Ligue 1","3rd","Lyon",23,37,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2011-2012","FRA","1. Ligue 1","4th","Lyon",24,35.5,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2012-2013","FRA","1. Ligue 1","3rd","Lyon",25,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2012-2013","ENG","1. Premier League","5th","Tottenham",25,27,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2013-2014","ENG","1. Premier League","6th","Tottenham",26,37,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2014-2015","ENG","1. Premier League","5th","Tottenham",27,34,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2015-2016","ENG","1. Premier League","3rd","Tottenham",28,37,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2016-2017","ENG","1. Premier League","2nd","Tottenham",29,33.4,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f62b6ee","2017-2018","ENG","1. Premier League","3rd","Tottenham",30,36,35,2,1,8,0,35.6,0.29,0.6,0.02,206,448,46,939,190,34.5,35.7,229,54.1,45.3,277,26,9.4,31,0.86,16.4
"8f62b6ee","2018-2019","ENG","1. Premier League","4th","Tottenham",31,33,33,3,1,5,3,40.2,0.31,10.2,0.31,224,485,46.2,940,158,37,36.1,251,54.6,46,285,11,3.9,15,0.45,14.4
"8f62b6ee","2019-2020","ENG","1. Premier League","6th","Tottenham",32,20.1,21,2,0,2,1,27.3,0.27,7.3,0.36,133,300,44.3,419,82,49.9,40.7,149,61.1,44.1,189,11,5.8,4,0.2,11.4
"8f62b6ee","2020-2021","ENG","1. Premier League","7th","Tottenham",33,38,45,10,0,3,3,47,0.28,5,0.13,202,489,41.3,799,158,46.3,37.3,268,44.4,36.7,366,18,4.9,16,0.42,13.4
"8f62b6ee","2021-2022","ENG","1. Premier League","6th","Tottenham",34,17,20,1,0,3,1,20.2,0.31,1.2,0.07,92,199,46.2,294,56,44.6,37.6,134,50.7,39.5,157,8,5.1,11,0.65,14.7
"8f8c6934","2016-2017","ESP","1. La Liga","4th","Sevilla",23,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8f8c6934","2017-2018","ESP","1. La Liga","7th","Sevilla",24,14.1,19,2,0,1,1,17.5,0.29,-0.5,-0.04,51,126,40.5,228,44,36.8,33.6,56,75,52.6,134,14,10.4,6,0.43,14.4
"8f8c6934","2018-2019","ESP","1. La Liga","5th","Getafe",25,37,34,4,1,2,3,37.9,0.27,6.9,0.19,356,956,37.2,795,53,87.3,57.6,276,94.9,64.2,320,31,9.7,25,0.68,15.2
"8f8c6934","2019-2020","ESP","1. La Liga","8th","Getafe",26,38,37,5,0,2,1,38.1,0.33,2.1,0.05,369,987,37.4,871,41,86.3,58.8,259,90.7,61.4,262,30,11.5,49,1.29,17
"8f8c6934","2020-2021","ESP","1. La Liga","15th","Getafe",27,28,31,6,0,4,3,29.5,0.32,1.5,0.06,299,749,39.9,661,14,87.9,59.1,195,86.2,59.4,208,20,9.6,42,1.5,17
"8f8c6934","2021-2022","ESP","1. La Liga","16th","Getafe",28,18,20,2,0,4,0,18.1,0.27,-1.9,-0.1,187,430,43.5,431,41,74.5,51.8,130,83.8,58.2,177,20,11.3,16,0.89,13.9
"903b6e8b","2013-2014","POR","1. Primeira Liga","6th","Marítimo",20,8,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2014-2015","POR","1. Primeira Liga","9th","Marítimo",21,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2016-2017","POR","1. Primeira Liga","2nd","Porto",23,1,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2017-2018","POR","1. Primeira Liga","1st","Porto",24,13.5,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2018-2019","GRE","1. Super League","2nd","Olympiacos",25,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2019-2020","GRE","1. Super League","1st","Olympiacos",26,33,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2020-2021","GRE","1. Super League","1st","Olympiacos",27,29,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"903b6e8b","2021-2022","ENG","1. Premier League","8th","Wolves",28,18,14,4,0,0,0,20.7,0.26,6.7,0.37,76,241,31.5,379,101,45.9,41.5,128,52.3,44.1,163,16,9.8,15,0.83,14.7
"9321b8ed","2014-2015","GER","3. 3. Liga","10th","Hallescher",21,12,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9321b8ed","2015-2016","GER","3. 3. Liga","9th","Preußen Münster",22,37,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9321b8ed","2018-2019","GER","2. 2. Bundesliga","15th","Sandhausen",25,12,16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9321b8ed","2020-2021","GER","1. Bundesliga","6th","Leverkusen",27,1.5,3,0,0,0,0,3.1,0.38,0.1,0.04,5,17,29.4,53,13,26.4,30.5,7,42.9,37.9,12,1,8.3,1,0.67,14.2
"9328b835","2005-2006","POL","1. I Liga","1st","Legia Warsaw",20,30,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2006-2007","POL","1. I Liga","3rd","Legia Warsaw",21,23,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2007-2008","ENG","1. Premier League","3rd","Arsenal",22,2.8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2008-2009","ENG","1. Premier League","4th","Arsenal",23,5.1,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2009-2010","ENG","1. Premier League","3rd","Arsenal",24,4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2010-2011","ENG","1. Premier League","4th","Arsenal",25,14,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2012-2013","ENG","1. Premier League","4th","Arsenal",27,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2014-2015","ENG","1. Premier League","8th","Swansea City",29,36.8,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2015-2016","ENG","1. Premier League","12th","Swansea City",30,37,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2016-2017","ENG","1. Premier League","15th","Swansea City",31,37,69,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9328b835","2017-2018","ENG","1. Premier League","18th","Swansea City",32,38,56,3,1,6,2,55.8,0.29,1.8,0.05,329,837,39.3,913,152,56.8,46.5,359,88.6,64.5,398,40,10.1,12,0.32,13
"9328b835","2018-2019","ENG","1. Premier League","10th","West Ham",33,38,55,4,0,10,1,65.4,0.33,11.4,0.3,323,871,37.1,928,155,62.9,49.4,308,93.2,68.2,367,36,9.8,17,0.45,13.5
"9328b835","2019-2020","ENG","1. Premier League","16th","West Ham",34,23.5,34,3,1,2,2,30.3,0.28,-1.7,-0.07,220,506,43.5,478,90,68.8,49.8,194,91.2,63.9,239,10,4.2,5,0.21,11.5
"9328b835","2020-2021","ENG","1. Premier League","6th","West Ham",35,35,44,3,0,4,4,44.8,0.31,4.8,0.14,281,662,42.4,731,141,60.9,46.2,271,80.1,57,357,27,7.6,11,0.31,12.4
"9328b835","2021-2022","ENG","1. Premier League","5th","West Ham",36,19,25,1,0,3,0,27,0.31,2,0.1,117,291,40.2,339,72,55.2,44.2,144,72.2,54.4,162,6,3.7,3,0.16,11.8
"9413b19f","2016-2017","ITA","2. Serie B","1st","SPAL",19,29.5,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9413b19f","2017-2018","ITA","1. Serie A","17th","SPAL",20,12.9,16,3,0,2,2,19.4,0.28,5.4,0.42,88,229,38.4,250,25,56,42.5,107,83.2,55.6,132,13,9.8,3,0.23,13
"9413b19f","2018-2019","ITA","1. Serie A","2nd","Napoli",21,12.8,9,2,0,1,0,11.3,0.2,2.3,0.18,36,124,29,253,46,30,32.3,101,47.5,42.2,114,7,6.1,6,0.47,15.3
"9413b19f","2019-2020","ITA","1. Serie A","7th","Napoli",22,21.7,33,5,0,3,1,27.7,0.29,-4.3,-0.2,49,133,36.8,464,85,23.7,28.1,137,16.8,24.4,153,8,5.2,6,0.28,12.1
"9413b19f","2020-2021","ITA","1. Serie A","5th","Napoli",23,22,29,2,1,3,1,22.8,0.28,-5.2,-0.23,63,117,53.8,511,97,18,26.7,96,26,28.2,149,15,10.1,6,0.27,13
"9413b19f","2021-2022","ITA","1. Serie A","3rd","Napoli",24,2,1,0,0,0,0,0.8,0.12,-0.2,-0.09,4,9,44.4,32,10,15.6,25.9,12,33.3,32.4,15,1,6.7,0,0,7.7
"96640846","2008-2009","ITA","1. Serie A","8th","Palermo",20,0.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2010-2011","ITA","2. Serie B","3rd","Novara",22,35.5,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2011-2012","ITA","1. Serie A","19th","Novara",23,23,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2012-2013","ITA","1. Serie A","18th","Palermo",24,18.5,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2013-2014","ITA","2. Serie B","1st","Palermo",25,10.3,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2014-2015","ITA","1. Serie A","11th","Palermo",26,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2015-2016","ITA","2. Serie B","16th","Latina",27,21,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2016-2017","ITA","2. Serie B","22nd","Pisa",28,35,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2017-2018","ITA","2. Serie B","14th","Cremonese",29,38,41,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2018-2019","TUR","1. Süper Lig","11th","Rizespor",30,0.5,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"96640846","2019-2020","ITA","1. Serie A","16th","Torino",31,1,3,1,0,1,0,2.7,0.35,-0.3,-0.31,8,14,57.1,43,2,30.2,33.4,9,11.1,25.4,9,0,0,1,1,18
"96640846","2020-2021","ITA","1. Serie A","17th","Torino",32,1,1,0,0,0,0,1,0.33,0,0,3,7,42.9,22,6,31.8,33.9,6,0,24.5,16,1,6.3,0,0,13.4
"967f34d3","2012-2013","ESP","1. La Liga","17th","Celta Vigo",17,1.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"967f34d3","2014-2015","ESP","1. La Liga","8th","Celta Vigo",19,0.8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"967f34d3","2015-2016","ESP","1. La Liga","6th","Celta Vigo",20,7.6,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"967f34d3","2016-2017","ESP","1. La Liga","13th","Celta Vigo",21,11,15,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"967f34d3","2017-2018","ESP","1. La Liga","13th","Celta Vigo",22,21.6,31,3,0,4,0,25.5,0.26,-5.5,-0.26,112,357,31.4,602,57,48,41.2,82,82.9,62.4,231,28,12.1,7,0.32,14.9
"967f34d3","2018-2019","ESP","1. La Liga","17th","Celta Vigo",23,25,40,4,2,3,0,36.7,0.32,-3.3,-0.13,170,450,37.8,593,113,47.9,42,220,75.5,59.9,247,9,3.6,25,1,17.5
"967f34d3","2019-2020","ESP","1. La Liga","17th","Celta Vigo",24,32.9,43,5,3,3,0,40.7,0.29,-2.3,-0.07,213,573,37.2,696,121,53.9,42.5,294,67.3,52.9,335,21,6.3,10,0.3,14.2
"967f34d3","2020-2021","ESP","1. La Liga","8th","Celta Vigo",25,18.2,27,1,1,2,0,22.8,0.37,-4.2,-0.23,111,298,37.2,520,81,40.2,36.2,144,61.8,46.3,149,9,6,12,0.66,14.9
"97852360","2012-2013","ESP","2. Segunda División","8th","Real Madrid B",20,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"97852360","2013-2014","ESP","2. Segunda División","20th","Real Madrid B",21,38.3,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"97852360","2015-2016","ESP","2. Segunda División","1st","Alavés",23,40,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"97852360","2016-2017","ESP","1. La Liga","9th","Alavés",24,36,42,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"97852360","2017-2018","ESP","1. La Liga","14th","Alavés",25,37.3,50,7,2,7,2,53.4,0.28,5.4,0.15,248,586,42.3,532,69,70.1,47.4,228,93.4,62.2,413,21,5.1,9,0.24,12.9
"97852360","2018-2019","ESP","1. La Liga","11th","Alavés",26,35,46,6,3,1,2,44.1,0.28,0.1,0,315,759,41.5,755,88,67.4,47.5,286,87.4,58.7,354,29,8.2,29,0.83,15.2
"97852360","2019-2020","ESP","1. La Liga","16th","Alavés",27,26.2,37,8,3,2,0,33.7,0.3,-3.3,-0.13,290,616,47.1,562,92,68.7,47.9,252,91.3,61,254,17,6.7,12,0.46,13.4
"97852360","2020-2021","ESP","1. La Liga","16th","Alavés",28,37.2,57,3,0,6,0,54.9,0.38,-2.1,-0.06,329,642,51.2,781,112,58.3,44.9,300,62.3,47.1,330,31,9.4,23,0.62,14.8
"97852360","2021-2022","ESP","1. La Liga","18th","Alavés",29,15.9,26,1,0,5,0,22.5,0.32,-3.5,-0.22,177,315,56.2,352,38,64.5,47.1,140,62.9,46.6,174,13,7.5,13,0.82,13.8
"9970da54","2017-2018","ESP","1. La Liga","14th","Alavés",20,0.7,0,0,0,0,0,0.3,0.17,0.3,0.48,5,10,50,8,2,75,50.1,4,100,67.8,5,1,20,0,0,11.5
