"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","cards_yellow","cards_red","cards_yellow_red","fouls","fouled","offsides","crosses","interceptions","tackles_won","pens_won","pens_conceded","own_goals","ball_recoveries","aerials_won","aerials_lost","aerials_won_pct"
"00459419","2018-2019","ENG","1. Premier League","10th","West Ham",29,22.1,3,0,0,30,15,21,28,2,8,0,1,0,79,24,28,46.2
"00459419","2019","CHN","1. Super League","3rd","Shanghai SIPG",29,8.1,1,0,0,6,9,11,4,1,2,NULL,NULL,0,NULL,NULL,NULL,NULL
"00459419","2020","CHN","1. Super League","1st","Shanghai SIPG",30,10.2,1,0,0,20,5,11,4,2,9,NULL,NULL,0,NULL,NULL,NULL,NULL
"00459419","2021","CHN","1. Super League","4th","Shanghai SIPG",31,3.3,2,0,0,8,3,2,4,3,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"00459419","2021-2022","ITA","1. Serie A","10th","Bologna",32,15.5,3,0,0,27,16,6,7,7,7,0,0,0,71,31,30,50.8
"004d185e","2017-2018","ESP","2. Segunda División","15th","Gimnàstic",20,18.5,6,0,0,38,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"004d185e","2018-2019","ESP","2. Segunda División","20th","Gimnàstic",21,11.3,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"004d185e","2018-2019","ESP","2. Segunda División","18th","Lugo",21,8.1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"004d185e","2019-2020","ESP","2. Segunda División","16th","Lugo",22,11.4,1,0,0,21,29,7,46,9,11,NULL,NULL,0,NULL,NULL,NULL,NULL
"004d185e","2019-2020","ESP","2. Segunda División","14th","Málaga",22,12.1,3,0,0,24,34,4,36,10,13,NULL,NULL,0,NULL,NULL,NULL,NULL
"004d185e","2020-2021","ESP","1. La Liga","17th","Elche",23,22.4,5,0,0,34,38,5,53,17,27,0,0,0,142,19,25,43.2
"004d185e","2020-2021","ESP","2. Segunda División","12th","Málaga",23,1,1,0,0,1,3,0,2,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"004d185e","2021-2022","ESP","1. La Liga","17th","Elche",24,5.7,2,0,0,13,17,1,13,5,8,0,0,0,45,8,7,53.3
"00638016","2021-2022","FRA","1. Ligue 1","19th","Lorient",24,6.9,0,0,0,3,1,0,1,24,5,0,1,0,43,19,22,46.3
"00672803","2018-2019","GER","Jr. U19 Bundesliga","13th","Bayern U19",15,1.9,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00672803","2018-2019","GER","Jr. U17 Bundesliga","2nd","FC Bayern U17",15,20.6,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00672803","2019-2020","GER","Jr. U19 Bundesliga","3rd","Bayern U19",16,11,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00672803","2020-2021","GER","3. 3. Liga","18th","Bayern Munich II",17,2.4,0,0,0,2,1,1,2,2,1,NULL,NULL,0,NULL,NULL,NULL,NULL
"00672803","2021-2022","GER","1. Bundesliga","15th","Augsburg",18,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NULL
"007414dd","2020-2021","ENG","Jr. PL2 — Div. 1","1st","Manchester City",17,11.9,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"007414dd","2021-2022","ENG","Jr. PL2 — Div. 1","3rd","Manchester City",18,5.6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"0076ab7f","2010-2011","NED","1. Dutch Eredivisie","13th","NAC Breda",18,20.1,6,1,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0076ab7f","2011-2012","NED","1. Dutch Eredivisie","13th","NAC Breda",19,11.1,0,1,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0076ab7f","2012-2013","NED","1. Dutch Eredivisie","13th","NAC Breda",20,34,5,0,NULL,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0076ab7f","2013-2014","NED","1. Dutch Eredivisie","8th","AZ Alkmaar",21,27.2,5,1,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0076ab7f","2014-2015","NED","1. Dutch Eredivisie","3rd","AZ Alkmaar",22,31.8,6,1,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0076ab7f","2015-2016","NED","1. Dutch Eredivisie","2nd","Ajax",23,33.2,4,0,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0076ab7f","2016-2017","NED","1. Dutch Eredivisie","2nd","Ajax",24,5.1,0,0,0,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"0076ab7f","2017","CHN","1. Super League","13th","Tianjin TEDA",25,18.8,3,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"0076ab7f","2018","CHN","1. Super League","2nd","Guangzhou Evg",26,11,1,0,0,23,18,0,34,12,7,0,0,0,NULL,NULL,NULL,NULL
"0076ab7f","2018-2019","POR","1. Primeira Liga","3rd","Sporting CP",26,25,13,0,0,52,37,0,1,27,33,0,0,0,NULL,NULL,NULL,NULL
"0076ab7f","2019-2020","ESP","1. La Liga","4th","Sevilla",27,13.5,6,0,0,27,21,0,2,12,12,0,1,0,126,20,21,48.8
"0076ab7f","2020-2021","ESP","1. La Liga","4th","Sevilla",28,11.6,8,0,0,25,11,0,3,14,16,0,0,0,82,21,15,58.3
"0076ab7f","2021-2022","ESP","1. La Liga","2nd","Sevilla",29,2.4,1,0,0,3,5,0,0,3,1,0,0,0,25,8,1,88.9
"007faf7a","2019-2020","FRA","1. Ligue 1","3rd","Rennes",18,0.8,0,0,0,0,0,0,1,0,1,0,0,0,6,1,5,16.7
"007faf7a","2020-2021","SUI","1. Swiss Super League","6th","Lausanne-Sport",19,12.4,0,0,0,13,13,1,21,6,7,NULL,NULL,0,NULL,NULL,NULL,NULL
"007faf7a","2021-2022","FRA","1. Ligue 1","2nd","Nice",20,4.4,0,0,0,3,5,0,13,2,8,0,0,0,40,5,7,41.7
"00891164","2013-2014","FRA","1. Ligue 1","12th","Rennes",19,15.5,0,0,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00891164","2014-2015","FRA","2. Ligue 2","19th","Châteauroux",20,29.6,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00891164","2015-2016","FRA","2. Ligue 2","8th","Auxerre",21,31,2,1,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00891164","2016-2017","FRA","2. Ligue 2","9th","Gazélec Ajaccio",22,32.1,2,1,0,29,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"00891164","2017-2018","FRA","2. Ligue 2","16th","Gazélec Ajaccio",23,2,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"00891164","2018","USA","1. MLS","7th","NYCFC",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NULL
"00891164","2018-2019","BUL","1. First League","3rd","Levski Sofia",24,3.5,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00891164","2019-2020","FRA","2. Ligue 2","5th","Clermont Foot",25,20.3,4,0,0,28,7,0,1,37,17,NULL,NULL,0,NULL,NULL,NULL,NULL
"00891164","2020-2021","FRA","2. Ligue 2","2nd","Clermont Foot",26,36.9,7,0,0,49,17,2,1,83,29,NULL,NULL,0,NULL,NULL,NULL,NULL
"00891164","2021-2022","FRA","1. Ligue 1","16th","Clermont Foot",27,12.6,0,0,0,5,3,0,1,22,15,0,0,0,92,33,9,78.6
"00963611","2016-2017","GRE","1. Super League","9th","PAS Giannina",18,1.6,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"00963611","2017-2018","ENG","Jr. PL2 — Div. 1","1st","Arsenal",19,5,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00963611","2017-2018","GRE","1. Super League","9th","PAS Giannina",19,14,6,0,0,24,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"00963611","2018-2019","ENG","Jr. PL2 — Div. 1","2nd","Arsenal",20,1.8,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00963611","2019-2020","ENG","Jr. PL2 — Div. 1","6th","Arsenal",21,7.7,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00963611","2019-2020","GER","2. 2. Bundesliga","16th","Nürnberg",21,9.6,4,0,0,13,9,0,2,34,10,NULL,NULL,0,NULL,NULL,NULL,NULL
"00963611","2020-2021","GER","1. Bundesliga","9th","Stuttgart",22,16.3,5,0,0,23,17,1,5,41,22,0,1,0,201,49,16,75.4
"00963611","2021-2022","GER","1. Bundesliga","16th","Stuttgart",23,14.5,1,0,0,11,10,2,3,48,20,0,0,0,140,57,13,81.4
"009a4f60","2015","NOR","1. Tippeligaen","5th","Viking",17,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"009a4f60","2016","NOR","1. Tippeligaen","8th","Viking",18,12.4,0,0,0,15,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"009a4f60","2017","NOR","1. Eliteserien","16th","Viking",19,27.8,6,0,0,49,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"009a4f60","2018-2019","GER","2. 2. Bundesliga","3rd","Union Berlin",20,3.5,0,0,0,5,3,0,12,1,2,0,0,0,NULL,NULL,NULL,NULL
"009a4f60","2019-2020","GER","1. Bundesliga","11th","Union Berlin",21,4.1,2,0,0,8,6,0,11,5,5,0,0,0,37,7,8,46.7
"009a4f60","2020-2021","GER","1. Bundesliga","7th","Union Berlin",22,11.9,2,0,0,12,13,1,15,13,10,0,0,0,102,15,27,35.7
"009a4f60","2021-2022","GER","1. Bundesliga","7th","Union Berlin",23,8.4,1,0,0,8,6,0,20,9,5,0,0,0,77,13,19,40.6
"00a8d210","2012-2013","POL","1. Ekstraklasa","8th","Lechia Gdańsk",17,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00a8d210","2013-2014","POL","1. Ekstraklasa","8th","Lechia Gdańsk",18,19.5,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00a8d210","2014-2015","POL","1. Ekstraklasa","3rd","Jagiellonia",19,14.3,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00a8d210","2015-2016","POL","1. Ekstraklasa","11th","Jagiellonia",20,21.9,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"00a8d210","2016-2017","POL","1. Ekstraklasa","2nd","Jagiellonia",21,30.5,3,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"00a8d210","2017-2018","POL","1. Ekstraklasa","2nd","Jagiellonia",22,28.5,3,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"00a8d210","2018-2019","POL","1. Ekstraklasa","5th","Jagiellonia",23,13.4,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"00a8d210","2019","USA","1. MLS","17th","Chicago Fire",23,25.6,3,0,0,26,21,8,82,17,30,0,1,0,159,23,17,57.5
"00a8d210","2020","USA","1. MLS","20th","Chicago Fire",24,16.2,1,0,0,31,18,2,44,13,11,0,0,0,119,11,20,35.5
"00a8d210","2021","USA","1. MLS","22nd","Chicago Fire",25,11.8,2,0,0,16,16,0,28,11,9,0,0,0,82,7,15,31.8
"00a8d210","2021-2022","FRA","1. Ligue 1","9th","Lens",26,16.5,1,0,0,23,5,2,32,31,23,0,0,0,107,6,10,37.5
"00b28772","2017-2018","ESP","1. La Liga","4th","Valencia",22,6.2,1,0,0,5,2,0,5,13,11,0,0,0,57,9,12,42.9
"00b28772","2018-2019","ESP","1. La Liga","5th","Getafe",23,35.7,4,0,0,31,16,1,5,49,45,0,1,0,367,73,56,56.6
"00b28772","2019-2020","ESP","1. La Liga","8th","Getafe",24,32.2,5,0,0,23,14,1,5,40,34,0,0,0,312,62,77,44.6
"00b28772","2020-2021","ESP","1. La Liga","15th","Getafe",25,30.3,5,0,0,26,9,0,18,50,35,0,1,0,267,56,58,49.1
"00b28772","2021-2022","ESP","1. La Liga","16th","Getafe",26,17.2,3,0,0,11,10,0,2,36,23,0,0,0,144,27,29,48.2
"0118c54c","2016-2017","FRA","2. Ligue 2","1st","Strasbourg",19,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"0118c54c","2018-2019","FRA","1. Ligue 1","11th","Strasbourg",21,25.5,1,0,0,31,10,1,27,31,33,0,1,0,228,17,23,42.5
"0118c54c","2019-2020","FRA","1. Ligue 1","10th","Strasbourg",22,7.7,0,0,0,12,4,0,20,15,23,0,0,0,63,7,7,50
"0118c54c","2020-2021","FRA","1. Ligue 1","15th","Strasbourg",23,31.1,0,0,0,33,18,0,64,57,60,0,0,0,264,35,48,42.2
"0118c54c","2021-2022","FRA","1. Ligue 1","10th","Strasbourg",24,13.7,3,0,0,14,14,1,33,37,28,0,0,0,125,19,24,44.2
"01226327","2006-2007","ENG","3. League One","19th","Bournemouth",16,5,0,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2007-2008","ENG","2. Championship","17th","Norwich City",17,17.7,2,0,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2007-2008","ENG","3. League One","8th","Oldham Athletic",17,21,4,0,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2008-2009","ENG","2. Championship","22nd","Norwich City",18,35.9,3,0,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2009-2010","ENG","2. Championship","9th","Reading",19,43.2,6,0,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2010-2011","ENG","1. Premier League","2nd","Chelsea",20,0.4,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2011-2012","ENG","1. Premier League","6th","Chelsea",21,6,1,0,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2012-2013","ENG","1. Premier League","3rd","Chelsea",22,14.3,1,0,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2013-2014","ENG","1. Premier League","15th","Aston Villa",23,15.4,3,0,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2013-2014","ENG","1. Premier League","3rd","Chelsea",23,0.7,0,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2014-2015","ENG","1. Premier League","7th","Southampton",24,33.9,3,1,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2015-2016","ENG","1. Premier League","6th","Southampton",25,32,6,0,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01226327","2016-2017","ENG","1. Premier League","8th","Southampton",26,27.9,3,0,0,24,36,2,98,48,26,0,1,0,NULL,NULL,NULL,NULL
"01226327","2017-2018","ENG","1. Premier League","17th","Southampton",27,34.8,2,0,0,34,35,1,94,44,25,0,0,0,252,50,52,49
"01226327","2018-2019","ENG","1. Premier League","16th","Southampton",28,24,8,0,0,31,28,0,52,28,22,0,0,0,204,35,35,50
"01226327","2019-2020","ENG","1. Premier League","11th","Southampton",29,30.5,3,1,0,35,35,1,81,26,28,0,0,0,274,66,54,55
"01226327","2020-2021","ENG","1. Premier League","15th","Southampton",30,28.9,5,0,0,31,38,3,57,31,43,0,1,0,210,34,54,38.6
"01226327","2021-2022","ENG","1. Premier League","9th","Leicester City",31,3.7,1,0,0,5,1,0,1,3,4,0,0,0,17,3,5,37.5
"014b57f5","2018-2019","ESP","1. La Liga","20th","Rayo Vallecano",19,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
"014b57f5","2020-2021","ESP","2. Segunda División","10th","CD Mirandés",21,11.3,4,0,0,35,21,6,13,5,3,NULL,NULL,0,NULL,NULL,NULL,NULL
"014b57f5","2020-2021","ESP","2. Segunda División","6th","Rayo Vallecano",21,0,0,0,0,0,1,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"0154d290","2021-2022","ITA","1. Serie A","6th","Roma",18,1.8,3,1,1,3,2,0,4,3,0,0,0,0,16,3,5,37.5
"0170fb91","2009-2010","FRA","1. Ligue 1","11th","Lens",20,21.9,7,0,NULL,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2010-2011","FRA","1. Ligue 1","19th","Lens",21,6.5,4,0,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2011-2012","FRA","2. Ligue 2","12th","Lens",22,15,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2012-2013","FRA","2. Ligue 2","12th","Lens",23,17.2,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2013-2014","TUR","1. Süper Lig","7th","Karabükspor",24,29.7,8,1,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2014-2015","TUR","1. Süper Lig","16th","Karabükspor",25,14.2,6,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2015-2016","TUR","1. Süper Lig","15th","Kayserispor",26,14.7,7,1,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0170fb91","2016-2017","TUR","1. Süper Lig","15th","Kayserispor",27,17.7,7,1,0,65,40,1,6,36,44,0,1,0,NULL,NULL,NULL,NULL
"0170fb91","2017-2018","RUS","1. Premier League","8th","Dynamo Mosc",28,20.4,9,0,0,63,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"0170fb91","2018-2019","RUS","1. Premier League","12th","Dynamo Mosc",29,13.5,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"0170fb91","2019-2020","RUS","1. Premier League","6th","Dynamo Mosc",30,0.1,0,0,0,0,2,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"0174ba21","2016-2017","GER","Jr. U19 Bundesliga","12th","Hoffenheim U19",17,18.9,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"0174ba21","2017-2018","GER","1. Bundesliga","3rd","Hoffenheim",18,0.8,0,0,0,1,3,1,1,0,1,0,0,0,5,1,1,50
"0174ba21","2019-2020","GER","2. 2. Bundesliga","16th","Nürnberg",20,29,6,0,0,37,49,3,26,15,16,NULL,NULL,0,NULL,NULL,NULL,NULL
"0174ba21","2020-2021","GER","2. 2. Bundesliga","11th","Nürnberg",21,17.2,3,0,0,29,21,12,26,7,7,NULL,NULL,0,NULL,NULL,NULL,NULL
"0174ba21","2021-2022","GER","1. Bundesliga","17th","Arminia",22,8.4,1,0,0,10,15,2,9,7,5,0,0,0,58,2,17,10.5
"0174ba21","2021-2022","GER","2. 2. Bundesliga","5th","Nürnberg",22,0.4,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"01834aa0","2018-2019","BEL","1. First Division A","6th","Anderlecht",19,20.9,6,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"01834aa0","2019-2020","BEL","1. First Division A","8th","Anderlecht",20,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"01834aa0","2019-2020","GER","1. Bundesliga","14th","Köln",20,27.2,5,1,0,43,11,2,5,25,32,0,0,0,239,69,40,63.3
"01834aa0","2020-2021","GER","1. Bundesliga","16th","Köln",21,23.1,3,0,0,25,10,2,1,24,20,0,2,0,177,65,50,56.5
"01834aa0","2021-2022","GER","1. Bundesliga","13th","Wolfsburg",22,8.7,3,0,0,11,2,2,2,14,5,0,0,0,79,36,23,61
"01870104","2018-2019","FRA","2. Ligue 2","10th","Clermont Foot",20,0.3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"01870104","2020-2021","FRA","2. Ligue 2","2nd","Clermont Foot",22,34.2,2,0,0,33,12,23,17,7,8,NULL,NULL,0,NULL,NULL,NULL,NULL
"01870104","2021-2022","FRA","1. Ligue 1","16th","Clermont Foot",23,14.8,0,0,0,14,3,7,4,6,6,0,0,0,52,24,43,35.8
"01962d0d","2018-2019","ENG","2. Championship","18th","Wigan Athletic",16,0.5,0,0,0,3,2,0,0,0,2,0,0,0,NULL,NULL,NULL,NULL
"01962d0d","2019-2020","ENG","2. Championship","23rd","Wigan Athletic",17,4.7,2,0,0,7,20,1,12,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"01962d0d","2020-2021","ENG","Jr. PL2 — Div. 2","1st","Leeds Utd U23",18,12.7,4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"01962d0d","2021-2022","ENG","1. Premier League","16th","Leeds United",19,3,2,0,0,7,15,1,0,2,1,2,0,0,21,1,12,7.7
"01962d0d","2021-2022","ENG","Jr. PL2 — Div. 1","13th","Leeds Utd U23",19,6.5,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"01b8a2b2","2009-2010","ENG","3. League One","9th","Brentford",19,27.7,3,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2010-2011","ENG","1. Premier League","4th","Arsenal",20,15,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2011-2012","ENG","1. Premier League","3rd","Arsenal",21,38,2,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2012-2013","ENG","1. Premier League","4th","Arsenal",22,25,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2013-2014","ENG","1. Premier League","4th","Arsenal",23,37,2,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2014-2015","ENG","1. Premier League","3rd","Arsenal",24,16.6,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2015-2016","ITA","1. Serie A","3rd","Roma",25,34,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01b8a2b2","2016-2017","ITA","1. Serie A","2nd","Roma",26,38,0,0,0,0,5,0,0,1,1,0,1,0,NULL,NULL,NULL,NULL
"01b8a2b2","2017-2018","ITA","1. Serie A","1st","Juventus",27,17,0,0,0,1,1,0,0,0,0,0,0,0,71,0,0,NULL
"01b8a2b2","2018-2019","ITA","1. Serie A","1st","Juventus",28,28,0,0,0,0,2,0,0,0,0,0,0,0,118,0,0,NULL
"01b8a2b2","2019-2020","ITA","1. Serie A","1st","Juventus",29,28.8,1,0,0,1,2,0,0,0,0,0,1,0,131,0,0,NULL
"01b8a2b2","2020-2021","ITA","1. Serie A","4th","Juventus",30,29.7,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,NULL
"01b8a2b2","2021-2022","ITA","1. Serie A","5th","Juventus",31,16,2,0,0,2,4,0,0,0,0,0,2,0,57,0,0,NULL
"01c3aff5","2016-2017","GER","1. Bundesliga","10th","Schalke 04",17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"01c3aff5","2016-2017","GER","Jr. U19 Bundesliga","4th","Schalke U19",17,18.3,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"01c3aff5","2017-2018","GER","1. Bundesliga","2nd","Schalke 04",18,14,3,0,0,43,12,0,5,15,20,0,0,0,185,21,17,55.3
"01c3aff5","2018-2019","GER","1. Bundesliga","14th","Schalke 04",19,19.4,6,0,0,34,19,5,17,25,16,1,0,0,180,51,42,54.8
"01c3aff5","2019-2020","GER","1. Bundesliga","12th","Schalke 04",20,23,8,0,0,42,16,0,13,32,35,0,1,0,245,62,35,63.9
"01c3aff5","2020-2021","ITA","1. Serie A","4th","Juventus",21,18.9,5,0,0,49,14,4,15,23,28,0,0,0,128,34,29,54
"01c3aff5","2021-2022","ITA","1. Serie A","5th","Juventus",22,9.7,1,0,0,12,5,0,11,15,9,0,0,0,63,21,17,55.3
"01eb744d","2015-2016","ESP","1. La Liga","3rd","Atlético Madrid",20,10.7,7,0,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"01eb744d","2016-2017","ESP","1. La Liga","3rd","Atlético Madrid",21,13.7,6,0,0,21,16,4,27,13,25,2,1,0,NULL,NULL,NULL,NULL
"01eb744d","2017-2018","ESP","1. La Liga","2nd","Atlético Madrid",22,25,4,1,1,49,63,6,40,16,30,0,0,0,201,5,17,22.7
"01eb744d","2018-2019","ESP","1. La Liga","2nd","Atlético Madrid",23,21.3,7,1,0,44,45,11,40,22,30,1,0,0,164,12,16,42.9
"01eb744d","2019-2020","ESP","1. La Liga","3rd","Atlético Madrid",24,22.9,5,0,0,28,48,9,28,12,15,0,0,0,147,16,37,30.2
"01eb744d","2020-2021","ESP","1. La Liga","1st","Atlético Madrid",25,26.6,3,0,0,39,37,13,40,21,30,0,0,0,170,14,44,24.1
"01eb744d","2021-2022","ESP","1. La Liga","5th","Atlético Madrid",26,10.9,2,0,0,9,17,5,16,10,10,0,0,0,58,2,13,13.3
