"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","dribbles_completed","dribbles","dribbles_completed_pct","players_dribbled_past","nutmegs","carries","carry_distance","carry_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","pass_targets","passes_received","passes_received_pct","progressive_passes_received"
"69374ff5","2014-2015","GER","1. Bundesliga","11th","Mainz 05",26,25.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69374ff5","2015-2016","GER","1. Bundesliga","6th","Mainz 05",27,30.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69374ff5","2016-2017","GER","1. Bundesliga","12th","Leverkusen",28,17.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69374ff5","2017-2018","GER","1. Bundesliga","5th","Leverkusen",29,15.5,1111,42,320,701,159,23,1071,7,8,87.5,7,0,749,3826,1736,54,12,2,4,12,763,727,95.3,32
"69374ff5","2018-2019","GER","1. Bundesliga","4th","Leverkusen",30,17.3,1566,52,367,993,292,26,1525,14,17,82.4,15,1,1123,4526,2145,83,23,2,13,14,1220,1149,94.2,42
"69374ff5","2019-2020","GER","1. Bundesliga","5th","Leverkusen",31,19.9,1338,41,298,864,228,26,1299,9,10,90,9,0,858,3047,1133,46,11,0,15,20,1021,939,92,39
"69374ff5","2020-2021","GER","1. Bundesliga","6th","Leverkusen",32,11.9,781,20,165,506,138,10,764,7,7,100,7,0,498,1685,610,23,4,0,5,8,566,520,91.9,13
"69374ff5","2021-2022","GER","1. Bundesliga","4th","Leverkusen",33,0.1,9,0,3,6,1,0,9,0,0,NULL,0,0,4,24,16,0,0,0,0,0,7,6,85.7,0
"69384e5d","2013-2014","ESP","1. La Liga","2nd","Barcelona",21,19.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69384e5d","2014-2015","ESP","1. La Liga","1st","Barcelona",22,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69384e5d","2015-2016","ESP","1. La Liga","1st","Barcelona",23,33.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69384e5d","2016-2017","ESP","1. La Liga","2nd","Barcelona",24,29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69384e5d","2017-2018","FRA","1. Ligue 1","1st","Paris S-G",25,20,1793,0,96,872,1054,159,1676,118,189,62.4,127,12,1542,10178,5437,320,103,36,64,58,1654,1465,88.6,277
"69384e5d","2018-2019","FRA","1. Ligue 1","1st","Paris S-G",26,16,1389,2,91,758,697,117,1288,78,141,55.3,90,8,1167,6117,3590,201,70,22,65,72,1345,1142,84.9,185
"69384e5d","2019-2020","FRA","1. Ligue 1","1st","Paris S-G",27,14.6,1307,2,101,677,689,109,1223,86,151,57,94,5,1107,6333,3735,224,70,18,61,66,1239,1085,87.6,196
"69384e5d","2020-2021","FRA","1. Ligue 1","2nd","Paris S-G",28,15.7,1337,1,87,643,779,132,1246,97,166,58.4,107,18,1108,6330,3851,217,72,23,63,68,1290,1107,85.8,183
"69384e5d","2021-2022","FRA","1. Ligue 1","1st","Paris S-G",29,9.2,756,4,52,354,422,54,719,42,78,53.8,46,5,640,3276,1834,113,42,14,25,28,724,623,86,105
"697295b1","2011-2012","ESP","1. La Liga","8th","Mallorca",20,11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697295b1","2012-2013","ESP","1. La Liga","18th","Mallorca",21,22.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697295b1","2013-2014","ESP","2. Segunda División","17th","Mallorca",22,29.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697295b1","2014-2015","ESP","2. Segunda División","16th","Mallorca",23,25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697295b1","2015-2016","ESP","1. La Liga","11th","Las Palmas",24,26.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697295b1","2016-2017","ESP","1. La Liga","14th","Las Palmas",25,29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"697295b1","2017-2018","ESP","1. La Liga","19th","Las Palmas",26,9.9,678,104,393,308,17,4,666,7,8,87.5,7,1,482,2725,1336,30,7,1,4,1,448,441,98.4,2
"697295b1","2018-2019","ESP","1. La Liga","12th","Eibar",27,6.5,352,26,124,234,10,3,341,1,1,100,1,0,209,1478,706,27,2,0,1,1,203,196,96.6,3
"697295b1","2019-2020","ESP","1. La Liga","14th","Eibar",28,19.7,907,93,422,481,62,11,854,0,2,0,1,0,384,2451,1127,37,9,0,3,3,415,398,95.9,10
"697295b1","2020-2021","ESP","1. La Liga","20th","Eibar",29,17,808,68,374,399,72,14,746,4,5,80,4,1,336,2212,1113,23,6,1,5,3,368,352,95.7,5
"697295b1","2021-2022","ESP","1. La Liga","17th","Elche",30,8.1,548,74,315,250,14,5,529,0,1,0,0,0,341,1735,950,24,1,0,3,0,394,387,98.2,4
"6989550f","2012-2013","ITA","2. Serie B","9th","Ternana",20,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2013-2014","ITA","2. Serie B","16th","Ternana",21,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2014-2015","ITA","2. Serie B","12th","Ternana",22,37.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2015-2016","ITA","1. Serie A","15th","Sampdoria",23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2016-2017","ESP","1. La Liga","17th","Leganés",24,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2016-2017","ITA","2. Serie B","4th","Perugia",24,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2017-2018","ITA","1. Serie A","20th","Benevento",25,12.5,526,454,521,4,1,1,380,0,0,NULL,0,0,258,1216,648,0,0,0,0,0,214,212,99.1,0
"6989550f","2018-2019","ITA","2. Serie B","11th","Palermo",26,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2019-2020","ITA","2. Serie B","7th","Empoli",27,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2020-2021","ITA","2. Serie B","1st","Empoli",28,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6989550f","2021-2022","GRE","1. Super League","5th","Panathinaikos",29,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2010-2011","FRA","2. Ligue 2","3rd","Dijon",21,15.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2015-2016","FRA","2. Ligue 2","11th","Bourg-Péronnas",26,25.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2016-2017","FRA","2. Ligue 2","12th","Sochaux",27,35.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2017-2018","FRA","2. Ligue 2","10th","Sochaux",28,30.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2018-2019","FRA","2. Ligue 2","10th","Clermont Foot",29,33.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2019-2020","FRA","2. Ligue 2","5th","Clermont Foot",30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2020-2021","FRA","2. Ligue 2","2nd","Clermont Foot",31,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6993927b","2021-2022","FRA","1. Ligue 1","16th","Clermont Foot",32,15.9,1052,151,699,384,20,10,1037,4,4,100,4,0,649,2897,1449,21,0,0,2,0,734,722,98.4,2
"699fb8db","2011-2012","GER","1. Bundesliga","18th","Kaiserslautern",17,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699fb8db","2012-2013","GER","2. 2. Bundesliga","3rd","Kaiserslautern",18,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699fb8db","2013-2014","GER","2. 2. Bundesliga","4th","Kaiserslautern",19,8.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699fb8db","2014-2015","GER","2. 2. Bundesliga","4th","Kaiserslautern",20,23.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699fb8db","2015-2016","GER","1. Bundesliga","9th","Köln",21,31.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699fb8db","2016-2017","GER","1. Bundesliga","5th","Köln",22,30.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"699fb8db","2017-2018","GER","1. Bundesliga","18th","Köln",23,31,1808,207,871,974,83,14,1747,9,14,64.3,10,0,1134,6577,3472,95,17,0,10,15,1129,1103,97.7,9
"699fb8db","2018-2019","GER","1. Bundesliga","13th","Freiburg",24,33.9,2052,277,1094,1021,104,15,1998,19,24,79.2,19,0,1398,8745,5072,134,34,0,11,9,1360,1337,98.3,10
"699fb8db","2019-2020","GER","1. Bundesliga","8th","Freiburg",25,27,1646,274,951,761,63,5,1598,19,23,82.6,19,0,1073,6338,3618,90,20,0,2,11,1055,1045,99.1,7
"699fb8db","2020-2021","GER","1. Bundesliga","10th","Freiburg",26,15.2,1114,125,594,582,35,5,1083,8,9,88.9,8,0,763,4553,2354,53,10,0,5,4,799,789,98.7,3
"699fb8db","2021-2022","GER","1. Bundesliga","3rd","Freiburg",27,0.3,22,1,17,5,1,0,22,0,0,NULL,0,0,12,55,38,0,0,0,0,0,18,18,100,0
"69c5633e","2020-2021","ESP","1. La Liga","15th","Getafe",18,0.5,17,0,5,11,3,0,15,0,0,NULL,0,0,8,67,41,1,0,0,1,0,9,9,100,0
"69c5633e","2021-2022","ESP","1. La Liga","16th","Getafe",19,0.9,49,1,11,27,14,3,41,3,4,75,3,0,26,165,110,6,1,1,2,0,33,25,75.8,2
"69cbc8b6","2009-2010","ESP","1. La Liga","9th","Atlético Madrid",18,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2010-2011","ESP","2. Segunda División","12th","Recreativo",19,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2011-2012","ESP","2. Segunda División","10th","Numancia",20,32.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2012-2013","ESP","2. Segunda División","17th","Hércules",21,38.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2013-2014","ESP","2. Segunda División","20th","Real Madrid B",22,32.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2014-2015","ESP","2. Segunda División","6th","Zaragoza",23,33.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2015-2016","ESP","2. Segunda División","8th","Zaragoza",24,34.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2016-2017","ESP","2. Segunda División","16th","Zaragoza",25,37.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2017-2018","ITA","1. Serie A","18th","Crotone",26,4.1,164,37,104,62,3,2,163,0,0,NULL,0,0,72,376,181,4,0,0,1,0,64,62,96.9,1
"69cbc8b6","2017-2018","ESP","1. La Liga","8th","Getafe",26,8,365,33,147,163,68,5,300,3,3,100,3,0,138,718,294,13,5,1,2,0,129,119,92.2,3
"69cbc8b6","2018-2019","ESP","1. La Liga","5th","Getafe",27,31,1477,211,606,747,173,39,1297,4,7,57.1,5,0,488,2787,1399,53,10,1,16,2,524,473,90.3,38
"69cbc8b6","2019-2020","ESP","1. La Liga","20th","Espanyol",28,17,993,136,516,464,73,7,906,5,6,83.3,5,1,526,3418,1702,26,3,0,1,5,548,537,98,7
"69cbc8b6","2019-2020","ESP","1. La Liga","8th","Getafe",28,17,730,70,285,421,50,16,672,5,6,83.3,5,0,272,1530,583,17,3,0,3,2,268,256,95.5,12
"69cbc8b6","2020-2021","ESP","2. Segunda División","1st","Espanyol",29,36.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69cbc8b6","2021-2022","ESP","1. La Liga","11th","Espanyol",30,18,1011,272,631,400,23,10,952,3,4,75,3,0,576,2410,1085,13,3,0,3,3,655,645,98.5,3
"69e11a01","2012-2013","ITA","1. Serie A","9th","Inter",19,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2016-2017","ITA","2. Serie B","4th","Perugia",23,9.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2017-2018","ITA","2. Serie B","10th","Spezia",24,16.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2018-2019","BEL","1. First Division A","10th","Waasland-Bev",25,15.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2019-2020","ITA","2. Serie B","19th","Juve Stabia",26,29.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2019-2020","BEL","1. First Division A","16th","Waasland-Bev",26,3.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2020-2021","ITA","2. Serie B","5th","Venezia",27,28.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"69e11a01","2021-2022","ITA","1. Serie A","16th","Venezia",28,4.7,125,3,11,70,50,18,118,2,3,66.7,2,0,63,245,119,8,2,2,7,5,183,80,43.7,22
"6a04bb7c","2021-2022","FRA","1. Ligue 1","20th","Saint-Étienne",19,0.2,17,1,3,9,6,3,15,1,2,50,1,0,9,72,48,2,1,1,1,0,11,8,72.7,2
"6a1f66a7","2019-2020","ITA","2. Serie B","9th","Pisa",28,17.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a1f66a7","2019-2020","ITA","2. Serie B","10th","Salernitana",28,11.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a1f66a7","2020-2021","ITA","2. Serie B","2nd","Salernitana",29,20.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a1f66a7","2021-2022","ITA","1. Serie A","20th","Salernitana",30,1.5,32,4,14,13,5,0,27,0,0,NULL,0,0,16,66,32,1,0,0,0,0,18,15,83.3,0
"6a2b9aee","2020-2021","BEL","1. First Division A","1st","Club Brugge",18,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a2b9aee","2020-2021","BEL","2. First Division B","8th","Club NXT",18,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a2b9aee","2021-2022","FRA","1. Ligue 1","12th","Brest",19,1.5,44,1,1,20,25,6,44,1,1,100,1,0,29,79,24,2,1,0,4,2,56,37,66.1,12
"6a713852","2019-2020","ENG","3. League One","18th","Rochdale",21,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a713852","2020-2021","ENG","1. Premier League","16th","Brighton",22,27,1148,957,1138,10,2,1,929,0,0,NULL,0,0,657,2810,1564,0,0,0,1,1,673,670,99.6,0
"6a713852","2021-2022","ENG","1. Premier League","10th","Brighton",23,17,807,633,801,7,0,0,674,0,0,NULL,0,0,462,2015,1088,0,0,0,0,0,484,484,100,0
"6a827d8e","2017-2018","BEL","1. First Division A","9th","Kortrijk",21,6.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a827d8e","2018-2019","FRA","1. Ligue 1","7th","Nice",22,25.1,1765,67,389,858,692,90,1575,110,200,55,119,10,1325,7176,5019,244,70,35,89,50,1317,1138,86.4,114
"6a827d8e","2019-2020","FRA","1. Ligue 1","5th","Nice",23,11.1,741,18,161,365,300,48,678,41,85,48.2,43,3,556,3039,2102,96,26,15,38,29,621,512,82.4,74
"6a827d8e","2020-2021","FRA","1. Ligue 1","9th","Nice",24,10.6,796,31,212,382,269,27,705,22,44,50,23,5,549,2802,1726,83,14,9,24,20,608,521,85.7,41
"6a827d8e","2021-2022","FRA","1. Ligue 1","2nd","Nice",25,10.4,740,21,185,348,274,24,647,12,27,44.4,14,1,485,2750,1792,93,29,6,12,21,489,449,91.8,34
"6a99e0b1","2014-2015","ESP","1. La Liga","7th","Athletic Club",20,14.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a99e0b1","2015-2016","ESP","1. La Liga","5th","Athletic Club",21,17.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a99e0b1","2016-2017","ESP","1. La Liga","7th","Athletic Club",22,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6a99e0b1","2017-2018","ESP","1. La Liga","16th","Athletic Club",23,31.7,1148,21,116,437,685,195,1124,53,96,55.2,61,5,917,4658,2549,145,36,34,84,68,1417,856,60.4,315
"6a99e0b1","2018-2019","ESP","1. La Liga","8th","Athletic Club",24,33.6,1165,41,109,485,654,201,1135,63,111,56.8,71,2,848,3997,2192,122,42,38,110,60,1721,902,52.4,376
"6a99e0b1","2019-2020","ESP","1. La Liga","11th","Athletic Club",25,32.7,1074,35,101,470,591,132,1054,50,84,59.5,56,2,786,4339,2461,126,46,28,92,71,1513,846,55.9,329
"6a99e0b1","2020-2021","ESP","1. La Liga","10th","Athletic Club",26,26.5,883,24,58,383,505,158,856,29,60,48.3,33,2,592,3237,1846,99,25,34,67,66,1296,710,54.8,262
"6a99e0b1","2021-2022","ESP","1. La Liga","10th","Athletic Club",27,16.7,544,13,28,209,340,115,536,16,31,51.6,17,0,351,1790,999,57,22,16,51,25,736,419,56.9,194
"6aa3e78b","2016-2017","ENG","2. Championship","6th","Fulham",16,17.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6aa3e78b","2017-2018","ENG","2. Championship","3rd","Fulham",17,44.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6aa3e78b","2018-2019","ENG","1. Premier League","19th","Fulham",18,25.6,1148,57,281,511,435,90,1049,33,62,53.2,36,4,787,3724,2394,125,32,18,47,61,1025,689,67.2,150
"6aa3e78b","2019-2020","ENG","1. Premier League","6th","Tottenham",19,3.8,238,8,53,107,89,9,211,2,3,66.7,2,0,151,613,407,26,8,2,8,3,168,150,89.3,11
"6aa3e78b","2020-2021","GER","1. Bundesliga","11th","Hoffenheim",20,17.5,1146,61,324,555,344,32,996,14,32,43.8,15,1,698,3550,1991,78,34,6,18,23,757,668,88.2,53
"6aa3e78b","2021-2022","ENG","Jr. PL2 — Div. 1","2nd","Tottenham",21,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6adbc307","2010-2011","ENG","3. League One","23rd","Plymouth Argyle",16,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6adbc307","2013-2014","ENG","3. League One","8th","Swindon Town",19,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6adbc307","2014-2015","ENG","3. League One","4th","Swindon Town",20,36.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
