"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","sca","sca_per90","sca_passes_live","sca_passes_dead","sca_dribbles","sca_shots","sca_fouled","sca_defense","gca","gca_per90","gca_passes_live","gca_passes_dead","gca_dribbles","gca_shots","gca_fouled","gca_defense"
"8cfc2f69","2006-2007","ESP","2. Segunda División","7th","Tenerife",19,12.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2008-2009","ESP","2. Segunda División","3rd","Tenerife",21,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2009-2010","ESP","1. La Liga","19th","Tenerife",22,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2010-2011","ESP","2. Segunda División","4th","Elche",23,19.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2011-2012","ESP","2. Segunda División","11th","Elche",24,31.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2012-2013","ESP","2. Segunda División","1st","Elche",25,9.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2012-2013","ESP","1. La Liga","11th","Levante",25,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2013-2014","ESP","1. La Liga","10th","Levante",26,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2014-2015","ESP","1. La Liga","18th","Eibar",27,5.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2015-2016","ESP","2. Segunda División","8th","Zaragoza",28,27.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2016-2017","ESP","2. Segunda División","16th","Zaragoza",29,38.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8cfc2f69","2017-2018","ESP","1. La Liga","8th","Getafe",30,25.5,42,1.65,26,1,6,2,6,1,7,0.27,3,0,1,0,3,0
"8cfc2f69","2018-2019","ESP","1. La Liga","5th","Getafe",31,20.2,42,2.08,23,0,4,7,6,2,7,0.35,4,0,2,0,1,0
"8cfc2f69","2019-2020","ESP","1. La Liga","8th","Getafe",32,15.6,35,2.24,23,0,3,2,7,0,6,0.38,3,0,2,0,1,0
"8cfc2f69","2020-2021","ESP","1. La Liga","15th","Getafe",33,15.3,25,1.64,16,0,0,4,5,0,3,0.2,1,0,0,1,1,0
"8cfc2f69","2021-2022","ESP","1. La Liga","15th","Mallorca",34,7.7,16,2.07,11,0,2,1,2,0,5,0.65,3,0,1,0,1,0
"8d03ca5a","2018-2019","ENG","2. Championship","3rd","Leeds United",18,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d03ca5a","2019-2020","ENG","2. Championship","1st","Leeds United",19,5.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d03ca5a","2020-2021","ENG","1. Premier League","9th","Leeds United",20,5.1,6,1.17,6,0,0,0,0,0,1,0.2,1,0,0,0,0,0
"8d03ca5a","2020-2021","ENG","Jr. PL2 — Div. 2","1st","Leeds Utd U23",20,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d03ca5a","2021-2022","ENG","1. Premier League","16th","Leeds United",21,7,8,1.15,6,1,0,1,0,0,1,0.14,0,0,0,1,0,0
"8d03ca5a","2021-2022","ENG","Jr. PL2 — Div. 1","13th","Leeds Utd U23",21,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2007-2008","BEL","1. First Division","18th","Brussels",17,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2008-2009","BEL","1. First Division","14th","Kortrijk",18,18.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2009-2010","BEL","1. Pro League","1st","Anderlecht",19,16.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2010-2011","BEL","1. Pro League","3rd","Anderlecht",20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2011-2012","BEL","1. Pro League","1st","Anderlecht",21,36.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2012-2013","BEL","1. Pro League","1st","Anderlecht",22,32.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2013-2014","BEL","1. Pro League","1st","Anderlecht",23,36.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2014-2015","ENG","1. Premier League","12th","West Ham",24,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2015-2016","ENG","1. Premier League","7th","West Ham",25,33.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2016-2017","ENG","1. Premier League","11th","West Ham",26,30.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d3c902d","2017-2018","ENG","1. Premier League","13th","West Ham",27,31.1,33,1.06,26,0,1,1,2,3,7,0.23,6,0,0,0,0,1
"8d3c902d","2018-2019","ENG","1. Premier League","12th","Crystal Palace",28,21.1,31,1.47,20,0,3,5,2,1,4,0.19,3,0,0,0,1,0
"8d3c902d","2019-2020","ENG","1. Premier League","14th","Crystal Palace",29,28.1,16,0.57,14,0,1,1,0,0,1,0.04,1,0,0,0,0,0
"8d3c902d","2020-2021","ENG","1. Premier League","14th","Crystal Palace",30,34.7,16,0.46,14,0,0,1,1,0,2,0.06,2,0,0,0,0,0
"8d3c902d","2021-2022","ENG","1. Premier League","11th","Crystal Palace",31,14.7,14,0.95,12,0,1,0,0,1,1,0.07,1,0,0,0,0,0
"8d47bb39","2018-2019","ESP","2. Segunda División","2nd","Granada",22,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d47bb39","2019-2020","ESP","1. La Liga","7th","Granada",23,24.5,16,0.65,13,1,0,2,0,0,3,0.12,2,0,0,1,0,0
"8d47bb39","2020-2021","ESP","1. La Liga","9th","Granada",24,20,15,0.75,10,2,0,2,0,1,2,0.1,1,1,0,0,0,0
"8d47bb39","2021-2022","ESP","1. La Liga","12th","Granada",25,15.1,18,1.19,16,1,0,0,0,1,2,0.13,2,0,0,0,0,0
"8d62d31a","2017-2018","ENG","4. League Two","17th","Cheltenham",19,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d62d31a","2017-2018","ENG","Jr. PL2 — Div. 1","4th","Swansea City",19,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d62d31a","2018-2019","ENG","2. Championship","10th","Swansea City",20,22.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d62d31a","2019-2020","ENG","2. Championship","6th","Swansea City",21,19.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d62d31a","2020-2021","ENG","2. Championship","4th","Swansea City",22,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d62d31a","2020-2021","ENG","1. Premier League","7th","Tottenham",22,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d62d31a","2021-2022","ENG","1. Premier League","6th","Tottenham",23,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d78e732","2008-2009","POL","1. Ekstraklasa","3rd","Lech Poznań",19,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2009-2010","POL","1. Ekstraklasa","1st","Lech Poznań",20,27.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2010-2011","GER","1. Bundesliga","1st","Dortmund",21,17.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2011-2012","GER","1. Bundesliga","1st","Dortmund",22,31.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2012-2013","GER","1. Bundesliga","2nd","Dortmund",23,28.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2013-2014","GER","1. Bundesliga","2nd","Dortmund",24,31.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2014-2015","GER","1. Bundesliga","1st","Bayern Munich",25,27.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2015-2016","GER","1. Bundesliga","1st","Bayern Munich",26,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2016-2017","GER","1. Bundesliga","1st","Bayern Munich",27,30.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8d78e732","2017-2018","GER","1. Bundesliga","1st","Bayern Munich",28,24.1,68,2.82,43,1,9,7,8,0,11,0.46,7,0,2,0,2,0
"8d78e732","2018-2019","GER","1. Bundesliga","1st","Bayern Munich",29,32.9,118,3.59,78,0,11,17,12,0,19,0.58,10,0,4,5,0,0
"8d78e732","2019-2020","GER","1. Bundesliga","1st","Bayern Munich",30,30.7,102,3.33,68,0,12,10,10,2,15,0.49,9,0,4,0,2,0
"8d78e732","2020-2021","GER","1. Bundesliga","1st","Bayern Munich",31,27.3,74,2.71,53,1,5,9,5,1,18,0.66,12,0,3,1,2,0
"8d78e732","2021-2022","GER","1. Bundesliga","1st","Bayern Munich",32,16.1,55,3.42,39,0,7,3,4,2,8,0.5,6,0,1,1,0,0
"8da74c05","2015-2016","FRA","2. Ligue 2","12th","Valenciennes",21,16.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8da74c05","2016-2017","FRA","2. Ligue 2","13th","Valenciennes",22,30.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8da74c05","2017-2018","FRA","1. Ligue 1","8th","Nice",23,18.7,25,1.34,22,0,0,0,2,1,2,0.11,2,0,0,0,0,0
"8da74c05","2018-2019","FRA","1. Ligue 1","7th","Nice",24,32.7,57,1.74,49,2,1,1,2,2,4,0.12,3,0,0,0,1,0
"8da74c05","2019-2020","ITA","1. Serie A","3rd","Atalanta",25,2.3,10,4.27,9,0,0,0,0,1,3,1.28,2,0,0,0,0,1
"8da74c05","2019-2020","FRA","1. Ligue 1","5th","Nice",25,5.8,9,1.56,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"8da74c05","2020-2021","ITA","1. Serie A","10th","Hellas Verona",26,25.6,35,1.37,27,0,3,0,3,2,3,0.12,2,0,1,0,0,0
"8da74c05","2021-2022","ITA","1. Serie A","13th","Hellas Verona",27,12.2,22,1.81,19,0,1,2,0,0,1,0.08,1,0,0,0,0,0
"8db394aa","2011-2012","ESP","2. Segunda División","6th","Córdoba",21,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2011-2012","ESP","2. Segunda División","17th","Recreativo",21,11.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2012-2013","ESP","1. La Liga","18th","Mallorca",22,11.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2013-2014","ESP","2. Segunda División","17th","Mallorca",23,35.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2014-2015","ESP","1. La Liga","19th","Almería",24,26.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2015-2016","ESP","2. Segunda División","18th","Almería",25,23.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2016-2017","ESP","2. Segunda División","15th","Almería",26,36.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8db394aa","2017-2018","ESP","1. La Liga","19th","Las Palmas",27,29,14,0.48,11,1,0,0,1,1,1,0.03,1,0,0,0,0,0
"8db394aa","2018-2019","ESP","1. La Liga","11th","Alavés",28,28.1,30,1.07,18,4,4,1,3,0,5,0.18,4,0,0,0,1,0
"8db394aa","2019-2020","ESP","1. La Liga","16th","Alavés",29,21.1,6,0.28,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"8db394aa","2020-2021","ESP","1. La Liga","16th","Alavés",30,26.4,22,0.83,16,3,1,0,2,0,4,0.15,1,1,1,0,1,0
"8db394aa","2021-2022","ESP","1. La Liga","18th","Alavés",31,7.9,8,1.02,5,0,0,2,1,0,0,0,0,0,0,0,0,0
"8db95f95","2020-2021","FRA","1. Ligue 1","4th","Lyon",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8dbff17c","2006-2007","FRA","1. Ligue 1","10th","Lille",20,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2007-2008","FRA","1. Ligue 1","7th","Lille",21,23.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2008-2009","FRA","1. Ligue 1","5th","Lille",22,32.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2009-2010","FRA","1. Ligue 1","4th","Lille",23,33.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2010-2011","FRA","1. Ligue 1","1st","Lille",24,35.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2011-2012","ESP","1. La Liga","3rd","Valencia",25,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2012-2013","ESP","1. La Liga","5th","Valencia",26,23.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2013-2014","ITA","1. Serie A","8th","Milan",27,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2013-2014","ESP","1. La Liga","8th","Valencia",27,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2014-2015","ITA","1. Serie A","10th","Milan",28,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2015-2016","ESP","1. La Liga","7th","Sevilla",29,26.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2016-2017","ESP","1. La Liga","4th","Sevilla",30,19.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2017-2018","FRA","1. Ligue 1","4th","Marseille",31,32.8,22,0.67,18,1,0,3,0,0,4,0.12,3,1,0,0,0,0
"8dbff17c","2018-2019","FRA","1. Ligue 1","5th","Marseille",32,15.7,8,0.51,5,0,0,3,0,0,1,0.06,0,0,0,1,0,0
"8dbff17c","2019-2020","TUR","1. Süper Lig","7th","Fenerbahçe",33,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2020-2021","POR","1. Primeira Liga","13th","Boavista",34,19.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8dbff17c","2021-2022","FRA","1. Ligue 1","15th","Troyes",35,6.4,3,0.47,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"8df328f4","2020-2021","GER","2. 2. Bundesliga","2nd","Greuther Fürth",20,6.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df328f4","2021-2022","GER","1. Bundesliga","18th","Greuther Fürth",21,2.3,3,1.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"8df7a2fb","2010-2011","ENG","2. Championship","10th","Leicester City",20,14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2011-2012","ENG","2. Championship","13th","Burnley",21,29.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2012-2013","ENG","2. Championship","11th","Burnley",22,15.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2013-2014","ENG","2. Championship","2nd","Burnley",23,37.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2014-2015","ENG","1. Premier League","19th","Burnley",24,32.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2015-2016","ENG","2. Championship","1st","Burnley",25,45.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2016-2017","ENG","1. Premier League","16th","Burnley",26,33.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8df7a2fb","2017-2018","ENG","1. Premier League","7th","Burnley",27,29,16,0.55,13,0,0,3,0,0,0,0,0,0,0,0,0,0
"8df7a2fb","2018-2019","ENG","1. Premier League","15th","Burnley",28,38,19,0.5,15,0,1,2,0,1,3,0.08,2,0,0,1,0,0
"8df7a2fb","2019-2020","ENG","1. Premier League","10th","Burnley",29,32,21,0.66,13,1,1,6,0,0,2,0.06,1,0,0,1,0,0
"8df7a2fb","2020-2021","ENG","1. Premier League","17th","Burnley",30,29.9,11,0.37,6,2,0,2,1,0,1,0.03,1,0,0,0,0,0
"8df7a2fb","2021-2022","ENG","1. Premier League","18th","Burnley",31,11,6,0.55,4,0,0,0,2,0,0,0,0,0,0,0,0,0
"8e088e04","2016-2017","ESP","1. La Liga","12th","Valencia",18,5.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e088e04","2017-2018","ESP","1. La Liga","4th","Valencia",19,8.9,9,1.02,9,0,0,0,0,0,2,0.23,2,0,0,0,0,0
"8e088e04","2018-2019","ESP","1. La Liga","4th","Valencia",20,3,5,1.67,5,0,0,0,0,0,1,0.33,1,0,0,0,0,0
"8e088e04","2019-2020","NED","2. Eerste Divisie","18th","Jong PSV",21,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e088e04","2019-2020","ESP","1. La Liga","10th","Osasuna",21,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0
"8e088e04","2020-2021","ESP","1. La Liga","13th","Valencia",22,8.1,9,1.11,6,2,1,0,0,0,1,0.12,0,0,1,0,0,0
"8e088e04","2021-2022","ESP","1. La Liga","8th","Valencia",23,3.9,5,1.27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e235926","2009-2010","AUT","1. Bundesliga","9th","Kapfenberger",15,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2010-2011","AUT","1. Bundesliga","8th","Kapfenberger",16,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2011-2012","AUT","1. Bundesliga","10th","Kapfenberger",17,9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2013-2014","GER","2. 2. Bundesliga","8th","St. Pauli",19,4.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2014-2015","GER","2. 2. Bundesliga","11th","Bochum",20,17.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2015-2016","GER","1. Bundesliga","10th","Hamburger SV",21,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2016-2017","GER","1. Bundesliga","14th","Hamburger SV",22,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e235926","2017-2018","GER","1. Bundesliga","12th","Augsburg",23,28.1,64,2.28,45,3,2,7,6,1,11,0.39,6,1,1,1,2,0
"8e235926","2018-2019","GER","1. Bundesliga","15th","Augsburg",24,27.6,63,2.28,46,1,2,10,3,1,5,0.18,4,0,0,1,0,0
"8e235926","2019-2020","GER","1. Bundesliga","15th","Augsburg",25,3.4,9,2.67,8,0,0,0,1,0,1,0.3,1,0,0,0,0,0
"8e235926","2019-2020","GER","1. Bundesliga","12th","Schalke 04",25,9.2,15,1.63,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0
"8e235926","2020-2021","GER","1. Bundesliga","13th","Augsburg",26,9.3,15,1.62,10,1,2,0,2,0,4,0.43,3,0,0,0,1,0
"8e235926","2021-2022","GER","1. Bundesliga","15th","Augsburg",27,3.7,3,0.82,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e48dc61","2018-2019","ESP","1. La Liga","9th","Real Sociedad",21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e48dc61","2019-2020","ESP","1. La Liga","6th","Real Sociedad",22,10.4,16,1.53,15,1,0,0,0,0,0,0,0,0,0,0,0,0
"8e48dc61","2020-2021","ESP","1. La Liga","5th","Real Sociedad",23,23.1,28,1.21,26,0,1,1,0,0,3,0.13,2,0,0,1,0,0
"8e48dc61","2021-2022","ESP","1. La Liga","6th","Real Sociedad",24,6.1,9,1.48,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e697a8f","2020-2021","FRA","1. Ligue 1","9th","Nice",19,6.1,12,1.96,5,0,2,2,3,0,1,0.16,0,0,0,1,0,0
"8e697a8f","2021-2022","SUI","1. Swiss Super League","2nd","Basel",20,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e697a8f","2021-2022","FRA","1. Ligue 1","2nd","Nice",20,2.3,5,2.2,5,0,0,0,0,0,1,0.44,1,0,0,0,0,0
"8e92be30","2016","SWE","1. Allsvenskan","2nd","AIK Stockholm",16,17.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e92be30","2016-2017","GER","Jr. U19 Bundesliga","2nd","Dortmund U19",16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e92be30","2017-2018","GER","1. Bundesliga","4th","Dortmund",17,1.3,6,4.54,4,0,1,1,0,0,0,0,0,0,0,0,0,0
"8e92be30","2018-2019","NED","1. Dutch Eredivisie","10th","Willem II",18,15.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8e92be30","2019-2020","ESP","1. La Liga","6th","Real Sociedad",19,16.7,33,1.97,23,0,4,2,3,1,5,0.3,1,0,1,2,0,1
"8e92be30","2020-2021","ESP","1. La Liga","5th","Real Sociedad",20,26,48,1.85,24,1,8,5,9,1,6,0.23,3,0,0,1,2,0
"8e92be30","2021-2022","ESP","1. La Liga","6th","Real Sociedad",21,11.6,23,1.98,12,0,6,2,2,1,2,0.17,1,0,1,0,0,0
"8eb55dbb","2013-2014","NED","2. Eerste Divisie","14th","Jong Ajax",18,11.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8eb55dbb","2014-2015","NED","2. Eerste Divisie","12th","Jong Ajax",19,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
