"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","sca","sca_per90","sca_passes_live","sca_passes_dead","sca_dribbles","sca_shots","sca_fouled","sca_defense","gca","gca_per90","gca_passes_live","gca_passes_dead","gca_dribbles","gca_shots","gca_fouled","gca_defense"
"49fe9070","2013-2014","GER","1. Bundesliga","15th","Stuttgart",17,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49fe9070","2013-2014","GER","3. 3. Liga","15th","Stuttgart II",17,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49fe9070","2014-2015","GER","1. Bundesliga","14th","Stuttgart",18,18.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49fe9070","2015-2016","GER","1. Bundesliga","17th","Stuttgart",19,24.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49fe9070","2016-2017","GER","1. Bundesliga","2nd","RB Leipzig",20,26.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49fe9070","2017-2018","GER","1. Bundesliga","6th","RB Leipzig",21,27.7,65,2.35,41,0,12,3,7,2,16,0.58,11,0,2,2,1,0
"49fe9070","2018-2019","GER","1. Bundesliga","3rd","RB Leipzig",22,27.9,84,3.01,53,1,14,6,8,2,16,0.57,10,0,5,0,0,1
"49fe9070","2019-2020","GER","1. Bundesliga","3rd","RB Leipzig",23,31.1,117,3.77,83,0,18,10,6,0,19,0.61,12,0,5,0,2,0
"49fe9070","2020-2021","ENG","1. Premier League","4th","Chelsea",24,28.9,85,2.94,56,0,6,9,13,1,19,0.66,10,0,3,1,4,1
"49fe9070","2021-2022","ENG","1. Premier League","2nd","Chelsea",25,6.1,9,1.49,6,0,1,2,0,0,2,0.33,2,0,0,0,0,0
"4a0b7f07","2018","USA","1. MLS","3rd","Sporting KC",15,1.8,6,3.4,6,0,0,0,0,0,1,0.57,1,0,0,0,0,0
"4a0b7f07","2018","USA","2. USL","11th","Swope Park",15,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a0b7f07","2019","USA","1. MLS","21st","Sporting KC",16,10.3,36,3.49,23,2,1,3,5,2,5,0.48,1,0,0,1,2,1
"4a0b7f07","2019","USA","2. USL Champ","36th","Swope Park",16,4.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a0b7f07","2020","USA","1. MLS","5th","Sporting KC",17,14.1,40,2.83,17,8,3,4,6,2,3,0.21,2,1,0,0,0,0
"4a0b7f07","2020","USA","2. USL Champ","22nd","Sporting KC II",17,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a0b7f07","2021","USA","1. MLS","4th","Sporting KC",18,12.8,39,3.05,23,10,1,2,1,2,4,0.31,4,0,0,0,0,0
"4a0b7f07","2021-2022","ITA","1. Serie A","16th","Venezia",19,15.2,30,1.97,21,7,0,0,1,1,4,0.26,3,1,0,0,0,0
"4a478107","2013-2014","ESP","2. Segunda División","1st","Eibar",26,29.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a478107","2014-2015","ESP","1. La Liga","14th","Levante",27,30.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a478107","2015-2016","ESP","1. La Liga","20th","Levante",28,29.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a478107","2016-2017","ESP","2. Segunda División","1st","Levante",29,34.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a478107","2017-2018","ESP","1. La Liga","15th","Levante",30,34,109,3.21,63,6,24,6,8,2,20,0.59,9,1,5,1,4,0
"4a478107","2018-2019","ESP","1. La Liga","15th","Levante",31,35.5,115,3.24,66,0,25,6,16,2,18,0.51,7,0,5,2,4,0
"4a478107","2019-2020","ESP","1. La Liga","12th","Levante",32,28,66,2.36,51,2,7,4,2,0,6,0.21,4,0,1,1,0,0
"4a478107","2020-2021","ESP","1. La Liga","14th","Levante",33,27.1,62,2.29,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0
"4a478107","2021-2022","ESP","1. La Liga","20th","Levante",34,15.9,42,2.65,28,3,4,1,2,4,2,0.13,2,0,0,0,0,0
"4a56052c","2010-2011","FRA","2. Ligue 2","13th","Nantes",17,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2011-2012","FRA","2. Ligue 2","9th","Nantes",18,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2012-2013","FRA","2. Ligue 2","3rd","Nantes",19,24.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2013-2014","FRA","1. Ligue 1","13th","Nantes",20,21.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2014-2015","FRA","1. Ligue 1","14th","Nantes",21,35.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2015-2016","ENG","1. Premier League","20th","Aston Villa",22,20.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2016-2017","FRA","1. Ligue 1","8th","Saint-Étienne",23,32.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a56052c","2017-2018","ITA","1. Serie A","8th","Fiorentina",24,35.7,128,3.59,96,21,2,3,0,6,10,0.28,7,0,1,1,0,1
"4a56052c","2018-2019","ITA","1. Serie A","16th","Fiorentina",25,32.7,117,3.58,79,30,4,1,1,2,4,0.12,3,1,0,0,0,0
"4a56052c","2019-2020","ITA","1. Serie A","5th","Roma",26,29.2,73,2.5,51,17,1,2,2,0,7,0.24,6,0,0,0,1,0
"4a56052c","2020-2021","ITA","1. Serie A","7th","Roma",27,22.8,59,2.59,41,11,2,1,1,3,7,0.31,5,1,0,1,0,0
"4a56052c","2021-2022","ITA","1. Serie A","6th","Roma",28,16.7,59,3.54,34,20,0,5,0,0,7,0.42,3,3,0,1,0,0
"4a5a45c7","2014-2015","ITA","1. Serie A","2nd","Roma",18,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a5a45c7","2015-2016","ITA","1. Serie A","6th","Sassuolo",19,12.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a5a45c7","2016-2017","ITA","1. Serie A","12th","Sassuolo",20,21.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a5a45c7","2017-2018","ITA","1. Serie A","3rd","Roma",21,20,83,4.15,55,16,2,1,4,5,9,0.45,5,1,0,0,0,3
"4a5a45c7","2018-2019","ITA","1. Serie A","6th","Roma",22,20.2,90,4.45,50,25,3,5,6,1,5,0.25,2,2,0,0,1,0
"4a5a45c7","2019-2020","ITA","1. Serie A","5th","Roma",23,23.3,135,5.79,84,33,4,2,11,1,20,0.86,15,2,0,1,2,0
"4a5a45c7","2020-2021","ITA","1. Serie A","7th","Roma",24,28.9,125,4.33,67,36,4,11,5,2,13,0.45,5,5,1,2,0,0
"4a5a45c7","2021-2022","ITA","1. Serie A","6th","Roma",25,12.1,73,6.06,32,23,7,7,4,0,6,0.5,3,2,0,1,0,0
"4a5f2032","2021-2022","ESP","1. La Liga","15th","Mallorca",21,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a633cfe","2012-2013","ESP","1. La Liga","16th","Osasuna",20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a633cfe","2014-2015","ESP","2. Segunda División","18th","Osasuna",22,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a633cfe","2015-2016","ESP","2. Segunda División","6th","Osasuna",23,26.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a633cfe","2016-2017","ESP","1. La Liga","19th","Osasuna",24,20.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a633cfe","2017-2018","ESP","2. Segunda División","8th","Osasuna",25,23.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a633cfe","2018-2019","ESP","2. Segunda División","1st","Osasuna",26,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a633cfe","2019-2020","ESP","1. La Liga","10th","Osasuna",27,6,2,0.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4a633cfe","2020-2021","ESP","1. La Liga","11th","Osasuna",28,13.8,8,0.58,5,1,0,2,0,0,1,0.07,1,0,0,0,0,0
"4a633cfe","2021-2022","ESP","1. La Liga","13th","Osasuna",29,12.2,4,0.33,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"4a987ffa","2015-2016","GER","3. 3. Liga","20th","Stuttgart II",18,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a987ffa","2017-2018","AUT","1. Bundesliga","8th","SCR Altach",20,15.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a987ffa","2018-2019","AUT","1. Bundesliga","9th","SCR Altach",21,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a987ffa","2019-2020","FRA","2. Ligue 2","5th","Clermont Foot",22,25.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4a987ffa","2020-2021","FRA","1. Ligue 1","16th","Lorient",23,10.7,13,1.22,7,0,0,2,3,1,2,0.19,0,0,0,0,2,0
"4a987ffa","2021-2022","FRA","1. Ligue 1","19th","Lorient",24,5.8,8,1.39,6,0,1,1,0,0,0,0,0,0,0,0,0,0
"4aa253fd","2020-2021","ESP","1. La Liga","14th","Levante",20,2.6,6,2.28,5,0,1,0,0,0,1,0.38,1,0,0,0,0,0
"4aa253fd","2021-2022","ESP","1. La Liga","20th","Levante",21,3.5,6,1.74,3,0,1,1,1,0,0,0,0,0,0,0,0,0
"4ab53cdb","2007-2008","ENG","2. Championship","13th","Burnley",18,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2007-2008","SCO","2. First Division","10th","Stirling Albion",18,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2008-2009","ENG","2. Championship","5th","Burnley",19,6.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2009-2010","ENG","2. Championship","18th","Barnsley",20,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2010-2011","ENG","2. Championship","8th","Burnley",21,37.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2011-2012","ENG","2. Championship","13th","Burnley",22,35.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2012-2013","ENG","1. Premier League","14th","Southampton",23,24.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2013-2014","ENG","1. Premier League","8th","Southampton",24,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2015-2016","ENG","1. Premier League","6th","Southampton",26,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2016-2017","ENG","Jr. PL2 — Div. 1","12th","Southampton",27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2017-2018","ENG","1. Premier League","20th","West Brom",28,31.2,43,1.38,29,0,3,5,4,2,3,0.1,3,0,0,0,0,0
"4ab53cdb","2018-2019","ENG","2. Championship","4th","West Brom",29,43.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ab53cdb","2019-2020","ENG","1. Premier League","10th","Burnley",30,22.4,31,1.38,21,0,3,4,3,0,5,0.22,4,0,0,1,0,0
"4ab53cdb","2020-2021","ENG","1. Premier League","17th","Burnley",31,14.1,23,1.64,14,0,4,3,2,0,4,0.28,3,0,1,0,0,0
"4ab53cdb","2021-2022","ENG","1. Premier League","18th","Burnley",32,4,7,1.75,5,0,0,2,0,0,1,0.25,1,0,0,0,0,0
"4ac7608e","2015-2016","ESP","1. La Liga","7th","Sevilla",20,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ac7608e","2016-2017","ESP","1. La Liga","4th","Sevilla",21,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ac7608e","2016-2017","ESP","2. Segunda División","13th","Sevilla B",21,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ac7608e","2017-2018","ESP","1. La Liga","20th","Málaga",22,15.9,12,0.76,8,3,0,1,0,0,0,0,0,0,0,0,0,0
"4ac7608e","2018-2019","ESP","2. Segunda División","3rd","Málaga",23,19.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ac7608e","2019-2020","ESP","2. Segunda División","14th","Málaga",24,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ac7608e","2020-2021","ESP","1. La Liga","17th","Elche",25,14.2,4,0.28,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"4ac7608e","2021-2022","ESP","1. La Liga","17th","Elche",26,10,4,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"4accb7e0","2009-2010","SRB","1. SuperLiga","1st","Partizan",17,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2010-2011","SRB","1. SuperLiga","1st","Partizan",18,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2011-2012","SRB","1. SuperLiga","13th","Smederevo",19,18.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2012-2013","SRB","1. SuperLiga","1st","Partizan",20,8.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2013-2014","SRB","1. SuperLiga","2nd","Partizan",21,13.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2014-2015","SRB","1. SuperLiga","1st","Partizan",22,13.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2015-2016","SRB","1. SuperLiga","2nd","Partizan",23,22.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2016-2017","ESP","1. La Liga","15th","Betis",24,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2016-2017","SRB","1. SuperLiga","1st","Partizan",24,2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4accb7e0","2017-2018","ESP","1. La Liga","17th","Leganés",25,13.4,32,2.39,22,2,2,4,1,1,2,0.15,1,0,0,0,1,0
"4accb7e0","2018-2019","ESP","1. La Liga","11th","Alavés",26,17.6,24,1.37,18,2,1,1,2,0,1,0.06,1,0,0,0,0,0
"4accb7e0","2019-2020","ESP","1. La Liga","10th","Osasuna",27,24.9,48,1.92,37,0,1,4,4,2,4,0.16,2,0,0,1,1,0
"4accb7e0","2020-2021","ESP","1. La Liga","11th","Osasuna",28,10.1,17,1.68,15,0,0,1,1,0,1,0.1,1,0,0,0,0,0
"4accb7e0","2021-2022","ESP","1. La Liga","13th","Osasuna",29,15.1,32,2.12,27,0,0,3,1,1,3,0.2,2,0,0,1,0,0
"4ade359f","2021-2022","FRA","1. Ligue 1","9th","Lens",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ae67f27","2017-2018","ITA","1. Serie A","9th","Torino",18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ae67f27","2018-2019","ITA","2. Serie B","19th","Carpi",19,13.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ae67f27","2019-2020","ITA","2. Serie B","18th","Trapani",20,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ae67f27","2020-2021","ITA","1. Serie A","17th","Torino",21,9.5,2,0.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ae67f27","2021-2022","ITA","1. Serie A","11th","Torino",22,8.5,5,0.59,3,0,0,1,1,0,2,0.24,2,0,0,0,0,0
"4aea5077","2014-2015","AUT","1. Bundesliga","6th","Ried",21,33.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4aea5077","2015-2016","AUT","1. Bundesliga","1st","RB Salzburg",22,15.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4aea5077","2016-2017","AUT","1. Bundesliga","1st","RB Salzburg",23,29.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4aea5077","2017-2018","AUT","1. Bundesliga","1st","RB Salzburg",24,29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4aea5077","2018-2019","AUT","1. Bundesliga","1st","RB Salzburg",25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b029b31","2014-2015","ITA","2. Serie B","6th","Perugia",20,34.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b029b31","2015-2016","ITA","1. Serie A","16th","Palermo",21,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b029b31","2016-2017","ITA","1. Serie A","19th","Palermo",22,25.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b029b31","2017-2018","ITA","1. Serie A","11th","Sassuolo",23,12.8,4,0.31,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"4b029b31","2018-2019","ITA","1. Serie A","19th","Frosinone",24,29,22,0.76,18,1,1,0,2,0,3,0.1,3,0,0,0,0,0
"4b029b31","2019-2020","ITA","1. Serie A","17th","Genoa",25,8.7,9,1.03,8,0,0,1,0,0,1,0.11,1,0,0,0,0,0
"4b029b31","2020-2021","ITA","1. Serie A","11th","Genoa",26,20.6,12,0.58,12,0,0,0,0,0,2,0.1,2,0,0,0,0,0
"4b029b31","2021-2022","ITA","1. Serie A","12th","Sassuolo",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b3e1a38","2015-2016","CRO","1. 1. HNL","6th","RNK Split",21,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b3e1a38","2016-2017","CRO","1. 1. HNL","5th","Lokomotiva",22,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b3e1a38","2016-2017","CRO","1. 1. HNL","10th","RNK Split",22,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b3e1a38","2017-2018","CRO","1. 1. HNL","1st","Dinamo Zagreb",23,19.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b3e1a38","2018-2019","CRO","1. 1. HNL","1st","Dinamo Zagreb",24,14.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b3e1a38","2019-2020","ITA","1. Serie A","9th","Hellas Verona",25,35.9,30,0.84,23,0,4,3,0,0,3,0.08,1,0,1,1,0,0
"4b3e1a38","2020-2021","ITA","1. Serie A","5th","Napoli",26,12.2,4,0.33,1,0,0,1,2,0,2,0.16,0,0,0,1,1,0
"4b3e1a38","2021-2022","ITA","1. Serie A","3rd","Napoli",27,15.5,9,0.58,8,0,0,1,0,0,1,0.06,1,0,0,0,0,0
"4b40d9ca","2012-2013","ENG","5. Conf Premier","14th","Cambridge Utd",20,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2012-2013","ENG","2. Championship","9th","Charlton Ath",20,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2013-2014","ENG","5. Conf Premier","19th","Aldershot Town",21,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2013-2014","ENG","4. League Two","7th","York City",21,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2014-2015","ENG","4. League Two","3rd","Bury",22,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2014-2015","ENG","2. Championship","12th","Charlton Ath",22,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2015-2016","ENG","2. Championship","22nd","Charlton Ath",23,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2017-2018","ENG","1. Premier League","7th","Burnley",25,34.6,10,0.29,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"4b40d9ca","2019-2020","ENG","1. Premier League","10th","Burnley",27,38,8,0.21,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"4b40d9ca","2020-2021","ENG","1. Premier League","17th","Burnley",28,32,8,0.25,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"4b40d9ca","2021-2022","ENG","1. Premier League","18th","Burnley",29,15,5,0.33,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"4b511457","2010-2011","ESP","1. La Liga","1st","Barcelona",18,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2010-2011","ESP","2. Segunda División","3rd","Barcelona B",18,15.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2011-2012","ENG","1. Premier League","6th","Chelsea",19,10.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2012-2013","ENG","1. Premier League","3rd","Chelsea",20,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2013-2014","ESP","1. La Liga","8th","Valencia",21,11.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2014-2015","GER","1. Bundesliga","14th","Stuttgart",22,20.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2015-2016","ENG","1. Premier League","6th","Southampton",23,17.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2016-2017","ENG","1. Premier League","8th","Southampton",24,34.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4b511457","2017-2018","ENG","1. Premier League","17th","Southampton",25,32.2,55,1.71,52,0,0,0,2,1,2,0.06,2,0,0,0,0,0
"4b511457","2018-2019","ENG","1. Premier League","16th","Southampton",26,23.7,25,1.05,16,2,0,6,0,1,1,0.04,0,0,0,1,0,0
"4b511457","2019-2020","ENG","1. Premier League","11th","Southampton",27,20.7,33,1.6,27,1,1,1,1,2,0,0,0,0,0,0,0,0
