"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","passes_completed","passes","passes_pct","passes_total_distance","passes_progressive_distance","passes_completed_short","passes_short","passes_pct_short","passes_completed_medium","passes_medium","passes_pct_medium","passes_completed_long","passes_long","passes_pct_long","assists","xa","xa_net","assisted_shots","passes_into_final_third","passes_into_penalty_area","crosses_into_penalty_area","progressive_passes"
"1545cf15","2020-2021","FRA","1. Ligue 1","16th","Lorient",22,14.4,434,599,72.5,7244,2990,222,254,87.4,172,227,75.8,35,85,41.2,0,0.3,-0.3,3,18,8,5,30
"1545cf15","2021-2022","FRA","1. Ligue 1","19th","Lorient",23,17.8,614,721,85.2,12174,3601,220,237,92.8,303,329,92.1,86,136,63.2,0,0.4,-0.4,4,24,4,3,36
"157d29b6","2011-2012","ITA","2. Serie B","20th","Nocerina",21,33.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157d29b6","2012-2013","ITA","2. Serie B","11th","Padova",22,27.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157d29b6","2013-2014","ITA","1. Serie A","17th","Sassuolo",23,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157d29b6","2014-2015","ITA","1. Serie A","18th","Cagliari",24,19.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157d29b6","2015-2016","ITA","2. Serie B","1st","Cagliari",25,26.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157d29b6","2016-2017","ITA","1. Serie A","11th","Cagliari",26,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157d29b6","2017-2018","ITA","1. Serie A","16th","Cagliari",27,17.9,454,569,79.8,6634,1433,273,319,85.6,146,177,82.5,24,45,53.3,4,1.6,2.4,18,16,21,5,43
"157d29b6","2018-2019","ITA","1. Serie A","15th","Cagliari",28,7.8,188,243,77.4,2798,574,106,123,86.2,67,87,77,11,22,50,0,0.3,-0.3,4,10,9,2,18
"157d29b6","2018-2019","ITA","1. Serie A","18th","Empoli",28,13.3,266,335,79.4,3900,953,154,181,85.1,89,107,83.2,17,23,73.9,4,3.8,0.2,22,15,22,3,32
"157d29b6","2019-2020","ITA","1. Serie A","18th","Lecce",29,9.2,294,363,81,5125,1247,136,159,85.5,123,143,86,28,46,60.9,0,1.7,-1.7,13,18,17,4,33
"157d29b6","2020-2021","ITA","1. Serie A","15th","Spezia",30,16.8,537,660,81.4,10126,2026,233,273,85.3,231,272,84.9,67,89,75.3,2,3,-1,31,29,21,4,62
"157d29b6","2021-2022","ITA","1. Serie A","19th","Cagliari",31,0.7,29,35,82.9,510,59,14,15,93.3,13,16,81.3,1,2,50,0,0,0,0,0,1,0,1
"15944afd","2020-2021","FRA","1. Ligue 1","3rd","Monaco",18,3.5,72,92,78.3,1332,218,29,41,70.7,33,38,86.8,10,13,76.9,1,0.5,0.5,3,2,2,0,7
"15944afd","2021-2022","FRA","1. Ligue 1","6th","Monaco",19,5.7,218,245,89,4047,729,90,99,90.9,101,105,96.2,22,30,73.3,0,0.1,-0.1,4,19,5,0,25
"15b287da","2015","JPN","1. J1 League","11th","Sagan Tosu",18,12.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15b287da","2016","JPN","1. J1 League","11th","Sagan Tosu",19,24.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15b287da","2017","JPN","1. J1 League","8th","Sagan Tosu",20,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15b287da","2017-2018","GER","1. Bundesliga","8th","Eint Frankfurt",20,1.6,27,33,81.8,445,93,14,14,100,10,11,90.9,2,5,40,0,0.1,-0.1,1,1,1,0,2
"15b287da","2018-2019","BEL","1. First Division A","9th","Sint-Truiden",21,21.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15b287da","2019-2020","GER","1. Bundesliga","9th","Eint Frankfurt",22,21.9,579,773,74.9,10747,2647,279,322,86.6,204,256,79.7,86,162,53.1,4,3.1,0.9,39,60,15,3,66
"15b287da","2020-2021","GER","1. Bundesliga","5th","Eint Frankfurt",23,26.2,751,1003,74.9,13155,3946,367,440,83.4,263,326,80.7,97,170,57.1,12,7.5,4.5,52,76,28,5,89
"15b287da","2021-2022","GER","1. Bundesliga","6th","Eint Frankfurt",24,12.9,330,429,76.9,5825,1635,159,193,82.4,129,159,81.1,33,57,57.9,1,1.7,-0.7,18,35,11,0,49
"15d0c248","2016-2017","ITA","2. Serie B","10th","Salernitana",19,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15d0c248","2017-2018","ITA","1. Serie A","5th","Lazio",20,13,592,698,84.8,11725,4159,208,234,88.9,290,324,89.5,84,124,67.7,1,0.1,0.9,1,44,3,0,42
"15d0c248","2018-2019","ITA","1. Serie A","8th","Lazio",21,14.3,589,703,83.8,12157,3694,187,207,90.3,297,334,88.9,96,139,69.1,1,0.2,0.8,3,45,6,1,37
"15d0c248","2019-2020","ITA","1. Serie A","4th","Lazio",22,22.5,1048,1168,89.7,21793,6668,322,346,93.1,543,573,94.8,165,215,76.7,1,0.3,0.7,4,81,7,1,75
"15d0c248","2020-2021","ITA","1. Serie A","6th","Lazio",23,10.1,500,546,91.6,10835,2686,147,157,93.6,257,274,93.8,91,108,84.3,0,0.2,-0.2,3,32,2,0,28
"15d0c248","2021-2022","ITA","1. Serie A","8th","Lazio",24,15.6,908,993,91.4,18307,6178,273,294,92.9,483,515,93.8,129,155,83.2,0,0.1,-0.1,1,60,2,0,47
"15ea812b","2010-2011","ENG","3. League One","18th","Oldham Athletic",17,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2011-2012","ENG","3. League One","16th","Oldham Athletic",18,14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2012-2013","ENG","3. League One","19th","Oldham Athletic",19,18.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2013-2014","ENG","3. League One","2nd","Brentford",20,11.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2013-2014","ENG","3. League One","15th","Oldham Athletic",20,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2014-2015","ENG","2. Championship","5th","Brentford",21,33.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2015-2016","ENG","2. Championship","9th","Brentford",22,21.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2015-2016","ENG","2. Championship","1st","Burnley",22,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2016-2017","ENG","1. Premier League","16th","Burnley",23,6.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15ea812b","2017-2018","ENG","1. Premier League","7th","Burnley",24,31,781,1038,75.2,19148,7387,207,244,84.8,372,425,87.5,197,357,55.2,0,0.5,-0.5,8,72,6,1,64
"15ea812b","2018-2019","ENG","1. Premier League","15th","Burnley",25,34.3,796,1098,72.5,19983,7728,179,218,82.1,388,467,83.1,222,395,56.2,1,0.2,0.8,5,91,11,0,97
"15ea812b","2019-2020","ENG","1. Premier League","10th","Burnley",26,38,913,1250,73,21248,7318,238,295,80.7,447,539,82.9,217,386,56.2,2,2.2,-0.2,14,68,9,0,69
"15ea812b","2020-2021","ENG","1. Premier League","17th","Burnley",27,36,840,1167,72,20747,7676,221,286,77.3,374,458,81.7,240,401,59.9,0,0.7,-0.7,10,69,13,2,76
"15ea812b","2021-2022","ENG","1. Premier League","18th","Burnley",28,14,316,441,71.7,8133,3355,78,102,76.5,141,182,77.5,95,148,64.2,2,0.2,1.8,2,48,3,0,34
"15f24fe7","2017-2018","AUT","1. Bundesliga","5th","Admira",20,10.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15f24fe7","2018-2019","AUT","1. Bundesliga","10th","Admira",21,9.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15f24fe7","2019-2020","GER","2. 2. Bundesliga","2nd","Stuttgart",22,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15f24fe7","2020-2021","GER","1. Bundesliga","9th","Stuttgart",23,23.7,470,668,70.4,6729,1064,285,368,77.4,137,195,70.3,29,49,59.2,5,3.5,1.5,23,26,13,1,37
"15f24fe7","2021-2022","GER","1. Bundesliga","16th","Stuttgart",24,0.2,2,4,50,20,0,2,3,66.7,0,0,NULL,0,1,0,0,0,0,0,0,0,0,0
"15f3ec41","2017-2018","ENG","1. Premier League","5th","Chelsea",16,0.3,13,16,81.3,269,61,3,3,100,8,9,88.9,1,2,50,0,0,0,0,2,0,0,2
"15f3ec41","2018-2019","ENG","1. Premier League","3rd","Chelsea",17,4.4,191,235,81.3,3087,655,109,127,85.8,63,76,82.9,19,29,65.5,1,1,0,8,7,10,5,11
"15f3ec41","2019-2020","ENG","1. Premier League","4th","Chelsea",18,9.6,384,476,80.7,7208,1491,189,215,87.9,128,150,85.3,60,88,68.2,5,2.7,2.3,21,18,30,10,37
"15f3ec41","2020-2021","ENG","1. Premier League","4th","Chelsea",19,11.8,542,659,82.2,9055,2150,306,343,89.2,170,202,84.2,58,92,63,3,3.1,-0.1,31,24,38,11,55
"15f3ec41","2021-2022","ENG","1. Premier League","2nd","Chelsea",20,8.4,237,303,78.2,3773,856,129,153,84.3,81,101,80.2,19,33,57.6,1,2.1,-1.1,19,7,14,3,26
"162efffd","2014-2015","ESP","1. La Liga","4th","Valencia",20,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"162efffd","2015-2016","ESP","1. La Liga","12th","Valencia",21,5.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"162efffd","2016","ARG","1. Primera Div","6th","Racing Club",21,5.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"162efffd","2016-2017","ITA","1. Serie A","13th","Udinese",22,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"162efffd","2017-2018","ITA","1. Serie A","14th","Udinese",23,25.8,761,1105,68.9,15419,5319,310,391,79.3,306,395,77.5,136,268,50.7,8,7.5,0.5,68,89,50,17,127
"162efffd","2018-2019","ITA","1. Serie A","12th","Udinese",24,35.4,1295,1837,70.5,28665,9458,473,569,83.1,491,641,76.6,309,553,55.9,9,8.1,0.9,100,175,80,19,235
"162efffd","2019-2020","ITA","1. Serie A","13th","Udinese",25,31.4,1377,1843,74.7,28750,7934,535,615,87,531,670,79.3,276,483,57.1,6,7,-1,71,132,66,20,168
"162efffd","2020-2021","ITA","1. Serie A","14th","Udinese",26,35.6,1532,2091,73.3,33755,11567,518,633,81.8,659,821,80.3,340,575,59.1,9,10,-1,89,183,97,20,265
"162efffd","2021-2022","ESP","1. La Liga","5th","Atlético Madrid",27,10.9,549,675,81.3,11759,3822,201,227,88.5,220,236,93.2,114,183,62.3,1,2.1,-1.1,21,83,21,2,77
"165a2e40","2006-2007","TUR","1. Süper Lig","2nd","Beşiktaş",21,21.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2007-2008","TUR","1. Süper Lig","3rd","Beşiktaş",22,4.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2007-2008","TUR","1. Süper Lig","16th","Manisaspor",22,15.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2008-2009","TUR","1. Süper Lig","4th","Fenerbahçe",23,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2009-2010","TUR","1. Süper Lig","7th","Eskişehirspor",24,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2009-2010","TUR","1. Süper Lig","5th","Trabzonspor",24,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2010-2011","TUR","1. Süper Lig","2nd","Trabzonspor",25,25.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2011-2012","TUR","1. Süper Lig","3rd","Trabzonspor",26,29.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2012-2013","TUR","1. Süper Lig","1st","Galatasaray",27,26.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2013-2014","TUR","1. Süper Lig","2nd","Galatasaray",28,30.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2014-2015","TUR","1. Süper Lig","1st","Galatasaray",29,25.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2015-2016","TUR","1. Süper Lig","6th","Galatasaray",30,11.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2016","CHN","1. Super League","5th","Beijing Guoan",30,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2017","CHN","1. Super League","9th","Beijing Guoan",31,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2017-2018","TUR","1. Süper Lig","5th","Trabzonspor",32,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2018-2019","TUR","1. Süper Lig","3rd","Beşiktaş",33,14.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2018-2019","TUR","1. Süper Lig","4th","Trabzonspor",33,6.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2019-2020","TUR","1. Süper Lig","3rd","Beşiktaş",34,22.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"165a2e40","2020-2021","FRA","1. Ligue 1","1st","Lille",35,22.8,399,530,75.3,5880,792,240,290,82.8,127,164,77.4,24,37,64.9,5,4.1,0.9,25,16,4,0,22
"165a2e40","2021-2022","FRA","1. Ligue 1","8th","Lille",36,14.6,245,348,70.4,3787,589,138,179,77.1,86,118,72.9,13,27,48.1,3,3.2,-0.2,18,10,12,5,14
"16657b95","2013-2014","ITA","1. Serie A","8th","Milan",18,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16657b95","2014-2015","POR","1. Primeira Liga","1st","Benfica",19,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16657b95","2015-2016","POR","1. Primeira Liga","1st","Benfica",20,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16657b95","2015-2016","ITA","1. Serie A","16th","Palermo",20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16657b95","2016-2017","ITA","1. Serie A","4th","Atalanta",21,7.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16657b95","2016-2017","ITA","1. Serie A","20th","Pescara",21,10.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16657b95","2017-2018","ITA","1. Serie A","7th","Atalanta",22,31.4,1223,1584,77.2,21799,6731,517,640,80.8,562,682,82.4,123,207,59.4,2,4.3,-2.3,40,169,44,2,175
"16657b95","2018-2019","ITA","1. Serie A","6th","Roma",23,26.9,1085,1336,81.2,20411,6295,466,538,86.6,465,561,82.9,142,204,69.6,3,1.5,1.5,24,143,22,3,159
"16657b95","2019-2020","ITA","1. Serie A","5th","Roma",24,18,915,1072,85.4,19507,5779,300,329,91.2,448,496,90.3,165,225,73.3,3,1.7,1.3,21,137,22,0,107
"16657b95","2020-2021","ITA","1. Serie A","7th","Roma",25,23.9,1276,1529,83.5,28442,9146,379,426,89,634,687,92.3,257,388,66.2,3,0.9,2.1,15,123,21,3,120
"16657b95","2021-2022","ITA","1. Serie A","6th","Roma",26,15.6,786,928,84.7,17090,4803,233,270,86.3,385,425,90.6,159,216,73.6,0,0.7,-0.7,7,107,13,2,91
"169fd162","2015-2016","AUT","1. Bundesliga","1st","RB Salzburg",19,5.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169fd162","2016-2017","AUT","1. Bundesliga","1st","RB Salzburg",20,19.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169fd162","2017-2018","AUT","1. Bundesliga","1st","RB Salzburg",21,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169fd162","2018-2019","GER","2. 2. Bundesliga","4th","Hamburger SV",22,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169fd162","2019-2020","AUT","1. Bundesliga","1st","RB Salzburg",23,17.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169fd162","2020-2021","GER","1. Bundesliga","2nd","RB Leipzig",24,5.1,80,120,66.7,1069,295,57,70,81.4,17,32,53.1,3,9,33.3,1,0.9,0.1,4,4,1,0,6
"169fd162","2021-2022","GER","1. Bundesliga","10th","RB Leipzig",25,0.5,6,8,75,94,0,4,4,100,2,2,100,0,1,0,0,0,0,0,0,0,0,0
"169fd162","2021-2022","ENG","1. Premier League","8th","Wolves",25,10.9,255,317,80.4,4313,567,137,165,83,83,97,85.6,29,39,74.4,0,1,-1,7,12,4,0,13
"16aa3654","2017","JPN","1. J1 League","13th","FC Tokyo",15,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa3654","2018","JPN","1. J1 League","6th","FC Tokyo",16,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa3654","2018","JPN","1. J1 League","12th","Marinos",16,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa3654","2019","JPN","1. J1 League","2nd","FC Tokyo",17,11.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa3654","2019-2020","ESP","1. La Liga","19th","Mallorca",18,25.7,539,764,70.5,8493,2565,284,349,81.4,207,272,76.1,34,84,40.5,4,2.9,1.1,34,40,33,8,77
"16aa3654","2020-2021","ESP","1. La Liga","15th","Getafe",19,8.9,150,210,71.4,2296,729,87,105,82.9,49,68,72.1,11,24,45.8,1,0.8,0.2,9,6,5,0,21
"16aa3654","2020-2021","ESP","1. La Liga","7th","Villarreal",19,3.3,102,139,73.4,1634,456,51,64,79.7,42,52,80.8,7,17,41.2,0,0.5,-0.5,9,8,6,2,15
"16aa3654","2021-2022","ESP","1. La Liga","15th","Mallorca",20,6.3,115,153,75.2,1974,717,56,72,77.8,43,51,84.3,14,21,66.7,0,0.7,-0.7,10,14,7,2,21
"16aa7d4c","2012-2013","FRA","1. Ligue 1","20th","Brest",17,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa7d4c","2013-2014","FRA","2. Ligue 2","7th","Brest",18,10.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa7d4c","2014-2015","FRA","2. Ligue 2","6th","Brest",19,7.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa7d4c","2016-2017","FRA","2. Ligue 2","5th","Brest",21,10.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa7d4c","2017-2018","FRA","2. Ligue 2","5th","Brest",22,6.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa7d4c","2018-2019","FRA","2. Ligue 2","2nd","Brest",23,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16aa7d4c","2019-2020","FRA","1. Ligue 1","14th","Brest",24,9.1,478,536,89.2,11899,3475,102,107,95.3,231,251,92,144,175,82.3,0,0,0,2,32,2,0,37
"16aa7d4c","2020-2021","FRA","1. Ligue 1","17th","Brest",25,30.2,1372,1633,84,33190,11429,331,361,91.7,689,740,93.1,344,512,67.2,1,1,0,7,105,18,3,90
"16aa7d4c","2021-2022","FRA","1. Ligue 1","12th","Brest",26,16,537,634,84.7,13762,5462,101,109,92.7,269,286,94.1,158,224,70.5,0,0.3,-0.3,7,53,2,0,34
"16b9d5cf","2010-2011","SRB","1. SuperLiga","6th","Sloboda PS",18,18.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16b9d5cf","2011-2012","SRB","1. SuperLiga","2nd","Red Star",19,11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16b9d5cf","2011-2012","SRB","1. SuperLiga","5th","Sloboda Užice",19,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
