"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","passes_completed","passes","passes_pct","passes_total_distance","passes_progressive_distance","passes_completed_short","passes_short","passes_pct_short","passes_completed_medium","passes_medium","passes_pct_medium","passes_completed_long","passes_long","passes_pct_long","assists","xa","xa_net","assisted_shots","passes_into_final_third","passes_into_penalty_area","crosses_into_penalty_area","progressive_passes"
"df8d6029","2021-2022","ITA","1. Serie A","10th","Bologna",21,12.4,660,764,86.4,13304,4835,243,257,94.6,321,344,93.3,92,149,61.7,1,0.1,0.9,3,68,6,2,55
"df8d6029","2021-2022","BEL","1. First Division A","16th","Oostende",21,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"df8e7b62","2013-2014","GER","1. Bundesliga","8th","Augsburg",18,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"df8e7b62","2014-2015","GER","1. Bundesliga","5th","Augsburg",19,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"df8e7b62","2014-2015","GER","2. 2. Bundesliga","4th","Kaiserslautern",19,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"df8e7b62","2015-2016","GER","2. 2. Bundesliga","10th","Kaiserslautern",20,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"df8e7b62","2017-2018","GER","1. Bundesliga","12th","Augsburg",22,1.9,51,72,70.8,862,268,26,26,100,17,23,73.9,6,20,30,0,0.6,-0.6,4,2,4,4,2
"df8e7b62","2017-2018","GER","1. Bundesliga","7th","Stuttgart",22,10.9,224,345,64.9,4051,1434,109,131,83.2,70,115,60.9,36,76,47.4,4,1.7,2.3,22,18,12,4,30
"df8e7b62","2018-2019","GER","1. Bundesliga","16th","Stuttgart",23,8.8,233,321,72.6,3863,1169,112,135,83,94,119,79,22,45,48.9,1,1.5,-0.5,19,16,7,3,20
"df8e7b62","2019-2020","GER","1. Bundesliga","17th","Düsseldorf",24,25.1,645,910,70.9,11853,3488,292,352,83,245,307,79.8,86,181,47.5,4,3.9,0.1,40,44,27,14,63
"df8e7b62","2020-2021","GER","1. Bundesliga","9th","Stuttgart",25,3.5,103,143,72,1928,471,52,59,88.1,32,46,69.6,17,28,60.7,2,0.9,1.1,7,7,4,2,8
"df8e7b62","2021-2022","GER","1. Bundesliga","16th","Stuttgart",26,0.9,23,26,88.5,359,46,11,13,84.6,9,9,100,1,2,50,0,0.1,-0.1,2,1,0,0,1
"df9c3473","2021-2022","GER","1. Bundesliga","17th","Arminia",23,0.5,14,23,60.9,310,92,4,6,66.7,8,10,80,2,7,28.6,0,0,0,0,1,0,0,1
"dfc85b89","2016-2017","GER","Jr. U17 Bundesliga","15th","Augsburg U17",15,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dfc85b89","2017-2018","GER","1. Bundesliga","12th","Augsburg",16,0.1,5,7,71.4,103,38,1,1,100,3,4,75,1,1,100,0,0,0,0,0,0,0,0
"dfc85b89","2017-2018","GER","Jr. U17 Bundesliga","28th","Augsburg U17",16,21.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dfc85b89","2018-2019","GER","1. Bundesliga","15th","Augsburg",17,1,21,35,60,315,133,12,15,80,7,13,53.8,2,7,28.6,0,0,0,0,1,0,0,2
"dfc85b89","2018-2019","GER","Jr. U19 Bundesliga","23rd","Augsburg U19",17,22.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dfc85b89","2019-2020","GER","Jr. U19 Bundesliga","28th","Augsburg U19",18,10.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dfc85b89","2020-2021","GER","2. 2. Bundesliga","2nd","Greuther Fürth",19,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dfc85b89","2021-2022","GER","1. Bundesliga","18th","Greuther Fürth",20,1.9,83,106,78.3,1643,844,35,37,94.6,32,37,86.5,16,26,61.5,0,0,0,1,7,0,0,7
"dff153a4","2013-2014","ITA","1. Serie A","16th","Chievo",19,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dff153a4","2014-2015","ITA","1. Serie A","2nd","Roma",20,3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dff153a4","2015-2016","ITA","1. Serie A","10th","Empoli",21,27.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dff153a4","2016-2017","ITA","1. Serie A","2nd","Roma",22,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dff153a4","2017-2018","RUS","1. Premier League","5th","Zenit",23,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dff153a4","2018-2019","FRA","1. Ligue 1","1st","Paris S-G",24,13.9,1168,1303,89.6,22340,6694,492,517,95.2,522,554,94.2,144,210,68.6,2,2.6,-0.6,19,113,9,0,114
"dff153a4","2018-2019","RUS","1. Premier League","1st","Zenit",24,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dff153a4","2019-2020","FRA","1. Ligue 1","1st","Paris S-G",25,9,856,913,93.8,16287,4826,368,380,96.8,351,364,96.4,126,154,81.8,0,0.2,-0.2,3,96,6,0,84
"dff153a4","2020-2021","FRA","1. Ligue 1","2nd","Paris S-G",26,14.5,1327,1470,90.3,25707,7575,527,559,94.3,618,666,92.8,167,216,77.3,2,1.3,0.7,11,162,12,1,131
"dff153a4","2021-2022","FRA","1. Ligue 1","1st","Paris S-G",27,3.4,302,317,95.3,5577,1589,128,133,96.2,139,142,97.9,33,38,86.8,1,0,1,0,29,0,0,12
"e0243d23","2017-2018","ENG","Jr. PL2 — Div. 1","6th","Manchester City",16,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0243d23","2018-2019","ENG","Jr. PL2 — Div. 1","8th","Manchester City",17,10.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0243d23","2019-2020","ENG","Jr. PL2 — Div. 1","3rd","Brighton",18,11.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0243d23","2020-2021","ENG","3. League One","14th","Doncaster",19,29.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0243d23","2021-2022","ENG","1. Premier League","10th","Brighton",20,0.3,22,26,84.6,428,110,7,8,87.5,12,14,85.7,3,3,100,0,0,0,0,2,0,0,2
"e0314d87","2004-2005","ITA","1. Serie A","1st","Juventus",18,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2005-2006","ITA","2. Serie B","19th","Avellino",19,38.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2006-2007","ITA","2. Serie B","3rd","Genoa",20,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2007-2008","ITA","2. Serie B","11th","Bari",21,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2007-2008","ITA","1. Serie A","10th","Genoa",21,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2008-2009","ITA","2. Serie B","1st","Bari",22,38.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2009-2010","ITA","1. Serie A","10th","Bari",23,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2010-2011","ITA","1. Serie A","20th","Bari",24,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2011-2012","ITA","1. Serie A","12th","Atalanta",25,16.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2014-2015","ITA","1. Serie A","17th","Atalanta",28,12.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2015-2016","ITA","1. Serie A","13th","Atalanta",29,26.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2016-2017","ITA","1. Serie A","4th","Atalanta",30,32.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0314d87","2017-2018","ITA","1. Serie A","7th","Atalanta",31,30.1,1624,1924,84.4,36451,13101,500,544,91.9,781,873,89.5,335,479,69.9,0,0.3,-0.3,10,128,9,0,120
"e0314d87","2018-2019","ITA","1. Serie A","3rd","Atalanta",32,20.4,1123,1277,87.9,22918,7845,395,427,92.5,541,585,92.5,178,245,72.7,2,0.8,1.2,7,86,8,0,83
"e0314d87","2019-2020","ITA","1. Serie A","3rd","Atalanta",33,6,259,297,87.2,5426,1662,88,93,94.6,125,137,91.2,43,59,72.9,0,0.2,-0.2,3,16,1,1,14
"e0314d87","2019-2020","ITA","1. Serie A","17th","Genoa",33,14.7,695,812,85.6,14249,5853,239,254,94.1,341,377,90.5,106,161,65.8,1,0,1,1,55,9,0,83
"e0314d87","2020-2021","ITA","1. Serie A","11th","Genoa",34,28.5,1176,1377,85.4,24513,9679,421,448,94,539,591,91.2,205,316,64.9,0,0.3,-0.3,7,73,11,2,79
"e0314d87","2021-2022","ITA","1. Serie A","18th","Genoa",35,5.7,271,308,88,5679,1968,89,95,93.7,132,148,89.2,49,61,80.3,0,0,0,1,6,0,0,14
"e06683ca","2010-2011","NED","1. Dutch Eredivisie","5th","Groningen",19,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2011-2012","NED","1. Dutch Eredivisie","14th","Groningen",20,21.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2012-2013","NED","1. Dutch Eredivisie","7th","Groningen",21,30.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2013-2014","SCO","1. Premiership","1st","Celtic",22,34.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2014-2015","SCO","1. Premiership","1st","Celtic",23,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2015-2016","SCO","1. Premiership","1st","Celtic",24,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2015-2016","ENG","1. Premier League","6th","Southampton",24,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2016-2017","ENG","1. Premier League","8th","Southampton",25,20.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2017-2018","ENG","1. Premier League","4th","Liverpool",26,14,996,1068,93.3,22818,6351,253,259,97.7,516,531,97.2,221,266,83.1,0,0.8,-0.8,3,59,2,0,53
"e06683ca","2017-2018","ENG","Jr. PL2 — Div. 2","6th","Southampton",26,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e06683ca","2018-2019","ENG","1. Premier League","2nd","Liverpool",27,37.6,2715,3001,90.5,62071,17402,673,722,93.2,1453,1541,94.3,579,712,81.3,2,1.1,0.9,6,179,5,0,144
"e06683ca","2019-2020","ENG","1. Premier League","1st","Liverpool",28,38,2791,3085,90.5,65376,18443,634,678,93.5,1536,1619,94.9,607,766,79.2,1,1.3,-0.3,7,227,9,0,154
"e06683ca","2020-2021","ENG","1. Premier League","3rd","Liverpool",29,4.1,296,329,90,7078,2109,61,65,93.8,176,186,94.6,59,77,76.6,0,0,0,0,26,0,0,20
"e06683ca","2021-2022","ENG","1. Premier League","3rd","Liverpool",30,17,1121,1219,92,25398,8366,297,315,94.3,598,615,97.2,217,277,78.3,1,0.1,0.9,3,83,3,0,54
"e082af5b","2016-2017","ENG","Jr. PL2 — Div. 1","2nd","Manchester City",20,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2017-2018","ENG","2. Championship","14th","Norwich City",21,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2018-2019","ENG","1. Premier League","16th","Southampton",22,12,119,307,38.8,5682,4560,7,7,100,32,32,100,80,268,29.9,0,0,0,0,10,0,0,0
"e082af5b","2019-2020","ENG","1. Premier League","11th","Southampton",23,10,111,256,43.4,4106,2945,21,21,100,35,35,100,55,200,27.5,0,0,0,0,6,1,0,0
"e082af5b","2020-2021","ENG","Jr. PL2 — Div. 1","13th","Southampton",24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2020-2021","ENG","Jr. PL2 — Div. 2","2nd","Stoke City",24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e082af5b","2021-2022","ENG","Jr. PL2 — Div. 2","2nd","Norwich City",25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0921a4f","2012-2013","ITA","1. Serie A","18th","Palermo",18,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0921a4f","2013-2014","ITA","2. Serie B","1st","Palermo",19,21.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0921a4f","2014-2015","ITA","1. Serie A","11th","Palermo",20,32.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0921a4f","2015-2016","ITA","1. Serie A","1st","Juventus",21,27.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0921a4f","2016-2017","ITA","1. Serie A","1st","Juventus",22,23.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0921a4f","2017-2018","ITA","1. Serie A","1st","Juventus",23,26.1,1107,1318,84,20476,4477,516,585,88.2,413,466,88.6,158,223,70.9,3,4.6,-1.6,56,80,39,8,107
"e0921a4f","2018-2019","ITA","1. Serie A","1st","Juventus",24,23.7,1079,1282,84.2,21645,4157,462,511,90.4,401,448,89.5,200,275,72.7,4,3.3,0.7,49,100,35,4,103
"e0921a4f","2019-2020","ITA","1. Serie A","1st","Juventus",25,23.9,1275,1528,83.4,21499,5076,704,783,89.9,381,437,87.2,155,241,64.3,6,6.6,-0.6,69,95,54,10,117
"e0921a4f","2020-2021","ITA","1. Serie A","4th","Juventus",26,12.6,578,705,82,10089,2224,299,328,91.2,185,218,84.9,75,126,59.5,3,2.9,0.1,31,43,26,4,68
"e0921a4f","2021-2022","ITA","1. Serie A","5th","Juventus",27,10.5,440,544,80.9,8145,1646,213,252,84.5,158,185,85.4,63,92,68.5,3,2.5,0.5,22,31,12,2,49
"e09f279b","2013-2014","ENG","4. League Two","21st","Northampton",17,4.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2014-2015","ENG","4. League Two","12th","Northampton",18,26.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2015-2016","ENG","3. League One","6th","Barnsley",19,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2015-2016","ENG","1. Premier League","18th","Newcastle Utd",19,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2016-2017","ENG","3. League One","3rd","Scunthorpe Utd",20,9.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2016-2017","ENG","3. League One","18th","Shrewsbury",20,18.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2017-2018","ENG","3. League One","5th","Scunthorpe Utd",21,12.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2017-2018","ENG","3. League One","1st","Wigan Athletic",21,11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2020-2021","ENG","2. Championship","3rd","Brentford",24,42.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e09f279b","2021-2022","ENG","1. Premier League","14th","Brentford",25,16,219,380,57.6,3179,1089,131,189,69.3,64,120,53.3,14,38,36.8,2,3,-1,19,29,12,1,34
"e0b113a7","2014-2015","GER","3. 3. Liga","6th","Dresden",19,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0b113a7","2015-2016","GER","3. 3. Liga","1st","Dresden",20,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0b113a7","2016-2017","GER","3. 3. Liga","7th","Wehen",21,28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0b113a7","2017-2018","GER","3. 3. Liga","4th","Wehen",22,25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0b113a7","2018-2019","GER","2. 2. Bundesliga","5th","Heidenheim",23,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0b113a7","2019-2020","GER","1. Bundesliga","11th","Union Berlin",24,28.6,857,1204,71.2,15607,5438,357,457,78.1,369,486,75.9,103,199,51.8,2,2.1,-0.1,31,97,32,6,136
"e0b113a7","2020-2021","GER","1. Bundesliga","7th","Union Berlin",25,28.1,1156,1461,79.1,21743,6116,490,576,85.1,488,593,82.3,153,237,64.6,2,2.2,-0.2,24,111,15,1,125
"e0b113a7","2021-2022","GER","1. Bundesliga","4th","Leverkusen",26,8.5,287,366,78.4,5035,1488,127,145,87.6,118,144,81.9,33,58,56.9,1,0.3,0.7,2,35,4,0,29
"e0bc6fdc","2014","BRA","1. Série A","9th","Santos",19,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0bc6fdc","2014-2015","ITA","1. Serie A","11th","Palermo",19,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0bc6fdc","2015-2016","ITA","1. Serie A","3rd","Roma",20,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0bc6fdc","2016-2017","ITA","1. Serie A","2nd","Roma",21,21.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0bc6fdc","2017-2018","ENG","1. Premier League","5th","Chelsea",22,3.1,134,174,77,2064,497,73,84,86.9,52,63,82.5,7,21,33.3,1,0.1,0.9,1,4,3,1,3
"e0bc6fdc","2017-2018","ITA","1. Serie A","3rd","Roma",22,0.2,15,17,88.2,210,42,11,12,91.7,3,4,75,1,1,100,0,0,0,0,0,0,0,1
"e0bc6fdc","2018-2019","ENG","1. Premier League","3rd","Chelsea",23,7.4,451,518,87.1,6376,1733,281,303,92.7,145,158,91.8,18,36,50,0,0.6,-0.6,4,21,14,3,31
"e0bc6fdc","2019-2020","ENG","1. Premier League","4th","Chelsea",24,11.4,706,853,82.8,11388,3136,385,429,89.7,256,308,83.1,52,92,56.5,0,1.4,-1.4,18,28,8,5,33
"e0bc6fdc","2020-2021","ENG","1. Premier League","4th","Chelsea",25,1,51,63,81,927,203,27,28,96.4,15,19,78.9,8,11,72.7,0,0,0,0,1,1,1,0
"e0bc6fdc","2021-2022","ENG","1. Premier League","2nd","Chelsea",26,0.1,1,2,50,8,0,1,1,100,0,0,NULL,0,0,NULL,0,0,0,0,0,0,0,0
"e0bc6fdc","2021-2022","FRA","1. Ligue 1","13th","Lyon",26,13.6,836,979,85.4,13452,4551,455,482,94.4,289,335,86.3,70,120,58.3,1,1.7,-0.7,17,41,10,6,36
"e0d1510a","2018-2019","ENG","Jr. PL2 — Div. 2","10th","Fulham",16,14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0d1510a","2019-2020","ENG","Jr. PL2 — Div. 2","10th","Fulham",17,16.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0d1510a","2020-2021","ENG","Jr. PL2 — Div. 2","1st","Leeds Utd U23",18,20.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0d1510a","2021-2022","ENG","1. Premier League","16th","Leeds United",19,1.4,60,77,77.9,924,399,39,44,88.6,18,23,78.3,3,4,75,0,0,0,1,3,2,1,6
"e0d1510a","2021-2022","ENG","Jr. PL2 — Div. 1","13th","Leeds Utd U23",19,7.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e0f3a1f6","2012-2013","FRA","2. Ligue 2","9th","Auxerre",17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
